PTM#,Final determination,genetic match/notes,Determination in the field,Qualifier,DNA location,Extra DNA Sample,Date of Extraction,PCR results,CO1,psbA,rbcL,Voucher location,BOLDNumber,GenbankNumber,Red/Coralline/Green/Brown,Country,StateProvince,Locality,Date Collected,Reproductive Status,Field Notes,Accession #,Missing accession,Habitat,Depth,Fragments available?,Latitude,Longitude,Primary Collector,Other collectors,Determined by,Determination Date,Project
437,Callophyllis heanophylla,sequence 100% match in BOLD,Callophyllis heanophylla,,Martonelab,,2015-05-06,,,,,,,,Red,Canada,British Columbia,"Hakai, Wolf Beach - East Rocks",22-May-2013,,"Used up during extraction, no vial",,Y,"subtidal, 8m, Large Boulders",8m,,,,,,,,
438,,DNA sample not in lab - PTM Master List says 'vial is missing',Polysiphonia senticulosa,,None,,,,,,,,,,Red,Canada,British Columbia,"Hakai, Wolf Beach - East Rocks",22-May-2013,,"cystocarpic, genetic vial is missing",,Y,"subtidal, 8m, Large Boulders",8m,,,,,,,,
439,,DNA sample not in lab - not sure why,Zostera marina,,None,,,,,,,,,,Plant,Canada,British Columbia,"Hakai,  Eel Grass Bed east of Flat Islands",22-May-2013,,,,Y,"subtidal, 7m",7m,,,,,,,,
440,Peyssonnelia sp. 10BC,sequence 99.84% match in BOLD,Peyssonnelia sp.,,None,,2015-05-06,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai,  Eel Grass Bed east of Flat Islands",22-May-2013,,on moon snail,A89753,,"subtidal, 7m, on moon snail",7m,,,,,,,,
441,,No DNA sample taken at Hakai,Demarestia viridis,,None,,,,,,,,,,Brown,Canada,British Columbia,"Hakai,  Eel Grass Bed east of Flat Islands",22-May-2013,,No DNA sample was taken,,Y,"subtidal, 7m",7m,,,,,,,,
442,Lithothamnion glaciale,moderate/poor CO1 - Corallinac sp.15BCcrust based on CO1,Lithothamnion phymatodeum,,None,,2013-06-28,,FR,,FR,Herbarium,,,Coralline,Canada,British Columbia,"Hakai,  Eel Grass Bed east of Flat Islands",22-May-2013,,on clam shell,A89763,,"subtidal, 7m, on clam shell",7m,,,,,,,,
443,Peyssonnelia sp. 10BC,sequence 100% match in BOLD,Peyssonnelia sp.,,Martonelab,,2015-05-06,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai,  Eel Grass Bed east of Flat Islands",22-May-2013,,on clam shell,A89764,,"subtidal, 7m, on clam shell",7m,,,,,,,,
444,,Messy seq; PCR has failed multiple times,Coralline crust,,None,,2013-06-28,,,F,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai,  Eel Grass Bed east of Flat Islands",22-May-2013,,on turbin snail,A89765,,"subtidal, 7m, on turbin snail",7m,,,,,,,,
445,Mesophyllum sp.2,Mesophyllum SJI 2 (PG),Coralline crust,,None,,2013-06-28,,,F,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai,  Eel Grass Bed east of Flat Islands",22-May-2013,,on clam shell,A89766,,"subtidal, 7m, on clam shell",7m,,,,,,,,
446,,PCR fail,Desmarestia latissima,,Martonelab,,2015-05-21,,,,,,,,Brown,Canada,British Columbia,"Hakai, Fifth Beach",24-May-2013,,"deteriorating quickly, no material left in vial, ground material was sticky; check Jimmy's note book for nanodrop results; PCR failed full strength & after 1:80 dilution",,Y,"6-8m, on rock",6-8m,,,,,,,,
447,,PCR fail,Desmarestia ligulata,,Martonelab,Yes,2015-05-21,,,,,,,,Brown,Canada,British Columbia,"Hakai, Fifth Beach",24-May-2013,,"deteriorating quickly, ground material left in vial, ground material reached half 0.1 mark; check Jimmy's notebook for nanodrop results; PCR failed full strength & after 1:80 dilution",,Y,"6-8m, on rock",6-8m,,,,,,,,
448,,PCR fail,Desmarestia latissima,,Martonelab,Yes,2015-05-21,,,,,,,,Brown,Canada,British Columbia,"Hakai, West Beach",24-May-2013,,"ground material left in vial, ground material reached half 0.1 mark; PCR failed full strength & after 1:80 dilution",,Y,"West Beach, on rocks",,,,,,,,,
449,Bossiella frondifera,,Bossiella frondifera,,None,,2013-06-07,,,,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, West Beach boulders",24-May-2013,,quadrant low Q3,A89770,,"West Beach, boulders",,,,,,,,,
450,Bossiella manzae,,Bossiella sp. #5 chiloensis,,None,,2013-06-07,,,,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, West Beach boulders",24-May-2013,,Q30 low WBB,A89771,,"mid, along quadrat",,,,,,,,,
451,,CO1 messy; no other gene attempted,Pterosiphonia dendroidea,,Martonelab,Yes,2015-05-07,,,,,,,,Red,Canada,British Columbia,"Hakai, West Beach boulders",24-May-2013,,"ground tissue left over from extraction in vial, PCR worked after 1:10 dilution",,Y,"subtidal, 6m",6m,,,,,,,,
452,,vial not in Martone lab - check with Sandra?,Bonnemaisonia californica,,None,,,,,,,,,,Red,Canada,British Columbia,"Hakai, West Beach boulders",24-May-2013,,No genetic sample taken,,Y,"subtidal, 6m",6m,,,,,,,,
453,Calliarthron tuberculosum,we sequenced the host,Clathromorphum parcum,,None,,2013-06-07,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, West Beach boulders",24-May-2013,,on Calliarthron,A89774,,"subtidal, 6m",6m,,,,,,,,
454,,CO1 messy; no other gene attempted,Pterosiphonia dendroidea,,Martonelab,,2015-05-07,,,,,,,,Red,Canada,British Columbia,"Hakai, West Beach boulders",24-May-2013,,"on Laminaria setchellii stipe, did not reach 0.1mL mark during extraction; no tissue left in vial",,Y,"subtidal, 6m",6m,,,,,,,,
455,Lithothamnion phymatodeum,,Lithothamnion phymatodeum,,None,,2013-06-07,,,,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, West Beach boulders",24-May-2013,,on small rock,A89776,,"subtidal, 6m",6m,,,,,,,,
456,,contaminated CO1 sequences,Cryptopleura ruprechtiana,,Martonelab,Yes,2015-05-07,,,,,,,,Red,Canada,British Columbia,"Hakai, West Beach boulders",24-May-2013,,"ruffles starting to form, some ground tissue left over during extraction in vial",,Y,"subtidal, 6m",6m,,,,,,,,
457,,CO1 messy; no other gene attempted,Osmundea spectabilis,,Martonelab,Yes,2015-05-07,,,,,,,,Red,Canada,British Columbia,"Hakai, West Beach boulders",24-May-2013,,left over tissue from extraction in vial,,Y,"subtidal, 6m",6m,,,,,,,,
458,Plocamium pacificum,sequence 99.45% match in BOLD,Plocamium pacificum,,Martonelab,,2015-05-07,,,,FR,,,,Red,Canada,British Columbia,"Hakai, West Beach boulders",24-May-2013,,tissue used up during extraction,,Y,"subtidal, 6m",6m,,,,,,,,
459,Dictyota binghamiae,sequence 100% match in BOLD,Dictyota binghamiae,,None,,2015-05-21,,,,,,,,Brown,Canada,British Columbia,"Hakai, West Beach boulders",24-May-2013,,"No material left in vial, did not reach half 0.1 mark",,Y,"subtidal, 6m",6m,,,,,,,,
460,Polysiphonia morrowii,sequence 99.47% match in BOLD,Polysiphonia senticulosa,,Martonelab,,2015-05-07,,,,,,,,Red,Canada,British Columbia,"Hakai, West Beach boulders",24-May-2013,,"tetrasporophyte on short branches, tissue used up during extraction, PCR worked for CO1 after 1:10 dilution",,Y,"subtidal, 6m,",6m,,,,,,,,
461,Opuntiella sp.2californica,sequence 100% match in BOLD as Opuntiella sp. 2californica (early release & published),Opuntiella californica,,Martonelab,Yes,2015-05-11,,,,,,,,Red,Canada,British Columbia,"Hakai, Fifith Beach channel",24-May-2013,,"Left over ground material in vial, ground material reached 0.1 mark during extraction",,Y,"subtidal, 6-8m",6-8m,,,,,,,,
462,Smithora naiadum,sequence 99.28% match in BOLD,Smithora naiadum,,Martonelab,Yes,2015-05-11,,,,,,,,Red,Canada,British Columbia,"Hakai, Fifith Beach channel",24-May-2013,,"on Phyllospadix torreyi; no genetic material left over, reach half 0.1 mark during extraction",,Y,"subtidal, 6-8m",6-8m,,,,,,,,
463,Pylaiella sp. 3littoralis,sequence 100% match in BOLD,Pylaiella littoralis,,Martonelab,Yes,2015-06-23,,,,,,,,Brown,Canada,British Columbia,"Hakai, Fifith Beach channel",24-May-2013,,"ground material reached half 0.1 mark, left over ground material in vial, PCR failed full strength, worked after 1:10 dilution",,Y,"subtidal, 6-8m",6-8m,,,,,,,,
464,Schizymenia pacifica,sequence 100% match in BOLD,Schizymenia pacifica,,Martonelab,,,,,,,,,,Red,Canada,British Columbia,"Hakai, Fifith Beach channel",24-May-2013,,"Gorgeous, thin, slippery; lots of silicia beads attached to sample, some blue particles also attach (most likely silicia bead)",,Y,"subtidal, 6-8m",6-8m,,,,,,,,
465,Herposiphonia plumula,sequence 100% match in BOLD,Herposiphonia plumula,,Martonelab,Yes,2015-05-11,,,,,,,,Red,Canada,British Columbia,"Hakai, Fifith Beach channel",24-May-2013,,"No genetic material left over, ground material was very sticky, ground material reached 0.1 mark during extraction, PCR worked after 1:10 dilution",,Y,"subtidal, 6-8m",6-8m,,,,,,,,
466,,"messy CO1, no other genes attempted",Plocamium pacificum,,Martonelab,Yes,2015-05-11,,,,,,,,Red,Canada,British Columbia,"Hakai, Fifith Beach channel",24-May-2013,,"left over ground material in vial, ground material reached 0.1 mark during extraction",,Y,"subtidal, 6-8m",6-8m,,,,,,,,
467,,never extracted?,Melobesia mediocris,,None,Yes,,,,,,,,,,Canada,British Columbia,"Hakai, Fifith Beach channel",24-May-2013,,on Phyllospadix torreyi,,Y,"subtidal, 6-8m",6-8m,,,,,,,,
468,Fryeella gardneri,sequence 100% match in BOLD,Fryeella gardneri,,Martonelab,Yes,2015-05-11,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",24-May-2013,,"growing flat on rock, in groups of 4; no genetic material left in vial, ground material reached 0.1 mark during extraction",A89789,,"subtidal, 20m",20m,,,,,,,,
469,Sparlingia pertusa,sequence 100% match in BOLD,Sparlingia pertusa,,Martonelab,Yes,2015-05-11,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",24-May-2013,,"ground material reached 0.1 mark during extraction, very little material left over",A89790,,"subtidal, 20m",20m,,,,,,,,
470,Bossiella sp. 1chiloensis,,Bossiella sp. #1 chiloensis,,None,,2013-06-27,,,,,Herbarium,,,,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,,A89791,,"subtidal, 20m",20m,,,,,,,,
471,Beringia wynnei,sequence 100% match in BOLD,Salishia firma,,Martonelab,Yes,2015-05-11,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,"ground material reached 0.1 mark during extraction, no genetic sample left",A89791,,"subtidal, 20m",20m,,,,,,,,
472,Opuntiella sp.2californica,sequence 98.97% match in BOLD,Opuntiella californica,,Martonelab,,2015-05-19,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,"No sample left over from extraction, ground material reached quarter 0.1 mark, PCR worked after 1:10 dilution",A89792,,"subtidal, 20m",20m,,,,,,,,
473,,Messy seq X2; re-PCR failed,Bossiella sp. #1 chiloensis,,None,,2013-06-27,,,F,,Herbarium,,,,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,,A89794,,"subtidal, 20m",20m,,,,,,,,
474,Sparlingia pertusa,sequence 100% match in BOLD,Sparlingia pertusa,,Martonelab,,2015-05-19,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,"No sample left over from extraction, ground material reached half 0.1 mark",A89795,,"subtidal, 20m",20m,,,,,,,,
475,Gloiocladia vigenaultii,sequence 100% match in BOLD,Gloiocladia laciniata,,None,Yes,2015-05-19,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,"Brightly green, irridescent; lots of silica beads attached on sample, ground material reached half 0.1 mark, some left over ground material left in vial",A89796,,"subtidal, 20m",20m,,,,,,,,
476,Mazzaella sanguinea,sequence 99.12% match in BOLD,Mazzaella sp.,,Martonelab,Yes,2015-05-19,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,"very thick, purple, irregular forked, reached half 0.1 mark from extraction, very little ground material left in vial",A89797,,"subtidal, 13m",13m,,,,,,,,
477,Polyneura latissima,sequence 100% match in BOLD,Polyneura latissima,,Martonelab,,2015-05-19,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,"No sample left over from extraction, ground material reached half 0.1 mark",A89798,,"subtidal, 15m",15m,,,,,,,,
478,Leptofauchea pacifica,sequence 100% match in BOLD,Rhodymenia sp.,,Martonelab,,2015-05-19,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,"small dichotomies like R. californica, no material left over from extraction, ground material reached half 0.1 mark",A89799,,"subtidal, 15m",15m,,,,,,,,
479,,CO1 messy,Saccharina groenlandica,,Martonelab,,2015-06-23,,,,,Herbarium,,,Brown,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,"no genetic sample left in vial, ground material did not reach half 0.1 mark, PCR failed full strenth, faint band after 1:10 dilution; check Jimmy's notebook for nanodrop results",A89800,,"subtidal, 12m",12m,,,,,,,,
480,,CO1 messy,Callophyllis sp.,,Martonelab,Yes,2015-05-19,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,"sample was very attached to kimwipe tissue, some kimwipe tissue in ground material, resulted in ground material being white, some ground material left over in vial, ground material reached half 0.1 mark, not much genetic sample to begin with prior to grinding, one peice appeared to have some other substance stuck on it",A89801,,"subtidal, 13m",13m,,,,,,,,
481,Callophyllis schneideri,sequence 100% match in BOLD,Callophyllis sp.,,Martonelab,,2015-05-19,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,No material left over after extraction,A89802,,"subtidal, 13m",13m,,,,,,,,
481,Callophyllis schneideri,sequence 100% match in BOLD,Callophyllis sp.,,Martonelab,,2015-05-19,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,No material left over after extraction,A89802,,"subtidal, 13m",13m,,,,,,,,
482,Gloiocladia fryeana,sequence 100% match in BOLD,Callophyllis sp.,,None,,2015-05-20,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,"No material left over after extraction, little genetic sample to begin with, material was very attached to kimwipe, kimwipe included in ground material",A89803,,"subtidal, 13m",13m,,,,,,,,
483,Pyropia gardneri,sequence 100% match in BOLD,Pyropia gardneri,,Martonelab,,2015-05-20,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,"No material left in vial after extractions, little bits of kimwipe in ground material",A89804,,"subtidal, 12m",12m,,,,,,,,
484,,No DNA sample taken at Hakai,Pterygophora californica,,None,,,,,,,Herbarium,,,Brown,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,No DNA sample was taken,A89805,,"subtidal, 12m",12m,,,,,,,,
485,Hymenena fryeana,sequence 100% match in BOLD,Myriogramme repens,,Martonelab,Yes,2015-05-20,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, South Pointers",25-May-2013,,"very little genetic sample, ground material did not reach half 0.1 mark, very gooey, no material left in vial",A89806,,"subtidal, 12m",12m,,,,,,,,
486,Mesophyllum conchatum,Mesophyllum conchatum,Clathromorphum parcum,,None,,2013-06-27,,,F,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, Fifth Beach Channel",24-May-2013,,on Calliarthron,A89807,,"subtidal, 6-8m",6-8m,,,,,,,,
487,Corallina sp. 1frondescens,,Corallina sp. frondescens,,None,,2013-06-27,,,F,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, Fifth Beach Channel",24-May-2013,,,A89808,,"subtidal, 6-8m",6-8m,,,,,,,,
488,Bossiella hakaiensis,,Bossiella sp. #5 chiloensis,,None,,2013-06-27,,,F,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, Fifth Beach Channel",24-May-2013,,,A89809,,"subtidal, 6-8m",6-8m,,,,,,,,
489,Corallina sp.2frondescens,,Corallina sp.,,None,,2013-06-27,,,F,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, Fifth Beach Channel",24-May-2013,,,A89810,,"subtidal, 6-8m",6-8m,,,,,,,,
490,,CO1 messy; no other gene attempted,Acrochaetium sp.,,Martonelab,,2015-05-20,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, North Beach Bench",25-May-2013,,"in Q13, Low, in Bryozoan, light brown in color, no silica beads or any other preservatives in vial. Ground material not reach half 0.1 mark. No material left in vial",A89811,,low intertidal,,,51.66388888888891,-128.1375,,,,,
491,Derbesia sp. 1GWS,sequence 100% match in ncbi BLAST,Derbesia marina,,Martonelab,,2015-06-22,,,,,,,,Green,Canada,British Columbia,"Hakai, Fifth Beach",25-May-2013,,"in EtOH, difficult to grind sample, pellet did not form properly after centrifudge step in extractions, PCR positive for tufA",,Y,subtidal,,,,,,,,,
492,,CO1 messy; no other gene attempted,Antithamnion defectum,,Martonelab,,2015-05-20,,,,,,,,Red,Canada,British Columbia,"Hakai, Fifth Beach",26-May-2013,,"in EtOH, sample did not freeze well under liquid nitrogen. very mushy, colourless in EtOH, obtained very little ground material, no material left in vial",,Y,"low intertidal, transect Q7",,,,,,,,,
493,Pterosiphonia bipinnata,sequence 100% match in BOLD; KHudate June2016 - now matches to Polyostea robusta (must be a name Gary is applying to this group).,Pterosiphonia bipinnata,,Martonelab,Yes,2015-05-20,,,,,,,,Red,Canada,British Columbia,"Hakai, Fifth Beach",26-May-2013,,"Ground material reached half 0.1 mark, little ground material left in vial, PCR worked after 1:10 dilution",,Y,"low intertidal, transect Q3",,,,,,,,,
494,,,Lithophyllum impressum,,None,,,,,,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",25-May-2013,,raised withe margin,A89815,,"subtidal, 6-8m",6-8m,,,,,,,,
495,Bossiella reptans,,Bossiella reptans,,None,,2013-06-27,,,F,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",25-May-2013,,,A89816,,"subtidal, 6-8m",6-8m,,,,,,,,
496,Desmarestia sp.2aculeata,sequence 99.5% match in BOLD,Desmarestia aculeata,,None,,2015-06-23,,,,,Herbarium,,,Brown,Canada,British Columbia,"Hakai, North Beach Bench",25-May-2013,,"no genetic sample left in vial, ground material did not reach half 0.1 mark, PCR failled full stregnth, worked after 1:40 dilution",A89817,,"subtidal, 6-8m",6-8m,,,,,,,,
497,,CO1 messy; no other gene attempted,Dilsea califronica,,Martonelab,Yes,2015-05-20,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, Fifth Beach",26-May-2013,,"Q 5m low, ground material reached half 0.1 mark, lots of ground material left in vial",A89818,,"low, Quadrat 5m",5m,,,,,,,,
498,Ceramium pacificum,sequence 99.79% match in BOLD,Ceramium pacificum,,Martonelab,,2015-05-20,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, Fifth Beach",26-May-2013,,"Q 7m low, ground material was very sticky, ground material did not reach half 0.1 mark, no material left in vial",A89819,,"low, Quadrat 7m",7m,,,,,,,,
499,Mazzaella splendens,sequence 100% match in BOLD,Mazzaella splendens,,Martonelab,Yes,2015-05-28,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,,"ground material reached half 0.1 mark, left over ground material in vial",A89820,,low intertidal,,,,,,,,,
500,Mazzaella rosea,"sequence 96.86% match with Mazzaella rosea; not 100% confident in this ID, but much closer to rosea than to any other Mazzaella spp. - messy CO1 seq; messy rbcL",Mazzaella californica,,None,,2015-05-28,,,,FR,Herbarium,,,Red,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,,"Tertrasporic, near Phyllospadix, ground material reached half 0.1 mark, no genetic sample left over",A89821,,low intertidal,,,,,,,,,
501,Neogastroclonium subarticulatum,sequence 100% match in BOLD,Neogastroclonium subarticulatum,,Martonelab,Yes,2015-05-28,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, West Beach Bench",27-May-2013,,"lots of silica beads attached on sample, ground material reached half 0.1 mark, left over ground material in vial",A89822,,low intertidal,,,,,,,,,
502,Analipus japonicus,sequence 100% match in BOLD,Analipus japonicus,,None,,2015-06-23,,,,,Herbarium,,,Brown,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,,"no genetic sample left in vial, ground material did not reach half 0.1 mark, PCR failed full strength, worked after 1:80 dilution",A89823,,low intertidal,,,,,,,,,
503,Callithamnion pikeanum,sequence 100% match in BOLD,Callithamnion pikeanum,,Martonelab,,2015-05-28,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,,"no genetic sample left over, ground material reached half 0.1 mark",A89824,,"low intertidal, on rock",,,,,,,,,
504,,No DNA sample taken at Hakai,Melanosiphon intestinalis,,None,,,,,,,Herbarium,,,Brown,Canada,British Columbia,"Hakai, West Beach Bench",27-May-2013,,No DNA sample was taken,A89825,,high intertidal,,,,,,,,,
505,Leathesia marina,sequence 98.19% match in BOLD,Phaeostrophion irregulare,,None,,2015-06-23,,F,,,Herbarium,,,Brown,Canada,British Columbia,"Hakai, West Beach Bench",27-May-2013,,"On rocks, surrounded by sand, no genetic sample left in vial, ground material reached half 0.1 mark, PCR failed full strength; very faint bands after many dilutions (1:10, 1:40, 1:80, 1:120, 1:160)",A89826,,lower mid intertidal,,,,,,,,,
506,Egregia menziesii,sequence 100% match in BOLD,Egregia menziesii,,None,Yes,2015-06-23,,,,,Herbarium,,,Brown,Canada,British Columbia,"Hakai, West Beach Bench",27-May-2013,,"ground material reached half 0.1 mark, left over ground material in vial, PCR failed full strength, worked after 1:40 dilution",A89827,,low intertidal,,,,,,,,,
507,Rhodymenia californica,sequence 99.52% match in BOLD,Ozophora latifolia,,Martonelab,,2015-05-28,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,,"Densly packed,s omewhat turf-like, very little genetic sample in vial, ground material did not reach half 0.1 mark, no material left in vial",A89828,,"low intertidal, under Alaria",,,,,,,,,
508,Odonthalia floccosa,sequence 99.77% match in BOLD,Odonthalia floccosa,,Martonelab,Yes,2015-05-28,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, West Beach Bench",27-May-2013,,"Cystocarpic, ground material reached half 0.1 mark, left over ground material in vial",A89829,,mid intertidal,,,,,,,,,
509,,PCR fail,Fucus distichus,,Martonelab,Yes,2015-06-23,,,,,Herbarium,,,Brown,Canada,British Columbia,"Hakai, West Beach Bench",27-May-2013,,"typical form, beside PTM 510, ground material reached half 0.1 mark, left over ground material in vial, PCR failed full strength & after many dilutions (1:10, 1:40, 1:80, 1:120)",A89830,,mid intertidal,,,,,,,,,
510,,PCR fail,Fucus distichus,,Martonelab,Yes,2015-06-23,,,,,Herbarium,,,Brown,Canada,British Columbia,"Hakai, West Beach Bench",27-May-2013,,"elongate form, beside PTM 509, 9cm receptacle, ground material reached half 0.1 mark, left over ground material in vial, PCR failed full strength & after 1:10, 1:40 dilutions; check Jimmy's notebook for nanodrop results",A89831,,mid intertidal,,,,,,,,,
511,,CO1 messy,Plocamium violaceum,,None,Yes,2015-05-28,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, North Beach Boulders",27-May-2013,,"Dense turf, ground material did not reach half 0.1 mark, no genetic sample left in vial",A89832,,low intertidal,,,,,,,,,
512,,PCR fail,Sphacelaria rigidula,,None,Yes,2015-06-23,,,,,Herbarium,,,Brown,Canada,British Columbia,"Hakai, North Beach",27-May-2013,,"Near fresh water runoff; dense mats, ground material reached half 0.1 mark, left over ground material in vial; PCR failed full strength & after many dilutions (1:10, 1:40, 1:80, etc), check Jimmy's notebook for nanodrop results",A89833,,high intertidal,,,,,,,,,
513,Ectocarpus sp.2siliculosus,sequence 99.56% match in BOLD,Ectocarpus commensalis,,None,Yes,2015-06-23,,,,,Herbarium,,,Brown,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,,"On Saccharina sessilis, PCR failed full strength, worked after 1:10 dilution",A89834,,low intertidal,,,,,,,,,
514,Bossiella orbigniana,,Bossiella dichotoma,,None,,2013-06-27,,,F,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, North Beach Boulders",27-May-2013,,Reproductive,A89835,,low intertidal,,,,,,,,,
515,Corallina sp.1 california,need COI,Corallina officinalis,,None,,2013-06-28,,F,,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, North Beach (west end)",27-May-2013,,From Paul:  515 is an exact match to GWS021316 that I call Corallina officinalis var. chilensis South.,A89836,,very low intertidal,,,,,,,,,
516,Chiharaea silvae,,Bossiella reptans,,None,,2013-06-28,,,F,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,,,A89837,,low intertidal,,,,,,,,,
517,Bossiella orbigniana,for phylogeny,Calliarthron tuberculosum ?,,None,,2013-06-28,,FR,FR,FR,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,,,A89838,,low intertidal,,,,,,,,,
518,Chiharaea silvae,,Corallina frondescens,,None,,2013-06-28,,,F,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,,,A89839,,low intertidal,,,,,,,,,
519,Chiharaea rhododactyla,,Bossiella sp.,,None,,2013-06-28,,,F,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,,Same is missing from box,A89840,,low intertidal,,,,,,,,,
520,Bossiella hakaiensis,,Bossiella sp. #5 chiloensis,,None,,2013-06-28,,,F,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,,,A89841,,low intertidal,,,,,,,,,
521,Chiharaea silvae,,Bossiella reptans ?,,None,,2013-07-03,,F,,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,,,A89842,,"low, under Phyllospadix",,,,,,,,,
522,Crusticorallina muricata,psba PCR failed,Pseudolithophyllum muricatum,,None,,2013-07-03,,,,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,,,A89843,,"low, under Alaria/Costaria",,,,,,,,,
523,,PCR failed 3 times; PCR failed with re-extracted DNA,Mesophyllum vancouveriense,,None,,2013-07-03,,,,,Herbarium,,,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,,,A89844,,"low, on Phyllo. root",,,,,,,,,
524,Callophyllis pinnata,sequence 100% match in BOLD,Callophyllis sp.,,Martonelab,,2015-05-28,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, Port Reef",27-May-2013,,"Thick; irregular, ground material reached half 0.1 mark, no genetic sample left in vial",A89845,,"subtidal, 13m",13m,,,,,,,,
525,Salishia sanguinea,sequence 100% match in BOLD,Salishia firma,,Martonelab,,2015-05-29,,,,,Herbarium,,,Red,Canada,British Columbia,"Hakai, Port Reef",27-May-2013,,"Very irregular branching; slippery, ground material reached half 0.1 mark, no genetic sample left in vial, PCR worked after 1:10 dilution",A89846,,"subtidal, 13m",13m,,,,,,,,
