PTM#,Final determination,genetic match/notes,Determination in the field,Qualifier,DNA location,Extra DNA Sample,Date of Extraction,PCR results,CO1,psbA,rbcL,Voucher location,BOLDNumber,GenbankNumber,Red/Coralline/Green/Brown,Country,StateProvince,Locality,Date Collected,Reproductive Status,Field Notes,Accession #,Missing accession,Habitat,Depth,Fragments available?,Latitude,Longitude,Primary Collector,Other collectors,Determined by,Determination Date,Project
1634,Hildenbrandia sp.2GWS,sequence match 100% with Hildenbrandia sp. 2GWS in BOLD; confirmed with tree,Hildenbrandia occidentalis,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"5th Beach monitoring site, Calvert Island",28-Jul-17,NA,"In patches among barnacles, zonate tetrasporangia, deep and narrow conceptacles, photo M7_1",A93271,NA,Upper mid intertidal,NA,NA,51.64089,-128.15659,Patrick T. Martone,NA,NA,NA,NA
1635,Mastocarpus alaskensis,sequence match 100% with Mastocarpus alaskensis in BOLD,Mastocarpus sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"5th Beach monitoring site, Calvert Island",28-Jul-17,NA,"2m shoreward of PTM1634, photo M7_2and3",A93272,NA,Upper mid intertidal,NA,NA,51.64089,-128.15659,Patrick T. Martone,NA,NA,NA,NA
1636,Hildenbrandia occidentalis,sequence match 99.69% with Hildenbrandia occidentalis in BOLD; no robust NCBI match,Hildenbrandia sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Between 4th and 5th Beach, Calvert island",28-Jul-17,NA,"On wave-washed rock surrounded by sand, photo M8_1",A93273,NA,Low intertidal,NA,NA,51.642,-128.156,Patrick T. Martone,NA,NA,NA,NA
1637,Mastocarpus alaskensis,sequence match 99.85% with Mastocarpus alaskensis in BOLD,Petrocelis,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach Boulders, Calvert Island",28-Jul-17,NA,"In mid-zone transect by west bolt, photo M9_1",A93274,NA,mid intertidal,NA,NA,51.65135,-128.14307999999994,Patrick T. Martone,NA,NA,NA,NA
1638,Mastocarpus intermedius,sequence match 100% with Mastocarpus intermedius in BOLD,Mastocarpus sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach Boulders, Calvert Island",28-Jul-17,NA,"0.5m below PTM1637 and west transect bolt, photo M9_2",A93275,NA,mid intertidal,NA,NA,51.65135,-128.14307999999994,Patrick T. Martone,NA,NA,NA,NA
1639,Hildenbrandia occidentalis,sequence match 99% rbcL to AF534404.1,Hildenbrandia sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach Boulders, Calvert Island",28-Jul-17,NA,"1m west of mid transect, photo M10_1",A93276,NA,mid intertidal,NA,NA,51.65135,-128.14307999999994,Patrick T. Martone,NA,NA,NA,NA
1640,NA,sequencing failed,Mastocarpus sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach Boulders, Calvert Island",28-Jul-17,NA,"0.5m from PTM1639, photo M10_2",A93277,NA,mid intertidal,NA,NA,51.65135,-128.14307999999994,Patrick T. Martone,NA,NA,NA,NA
1641,Mastocarpus intermedius,sequence match 100% with Mastocarpus intermedius in BOLD,Mastocarpus sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach Boulders, Calvert Island",28-Jul-17,NA,"Growing out of crust at base of boulder with PTM1642, photo M11_1",A93278,NA,mid intertidal,NA,NA,51.65135,-128.14307999999994,Patrick T. Martone,NA,NA,NA,NA
1642,Mastocarpus rigidus,sequence match 100% with Mastocarpus intermedius in BOLD,Mastocarpus sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach Boulders, Calvert Island",28-Jul-17,NA,"Growing out of crust at base of boulder with PTM1641, photo M11_1",A93279,NA,mid intertidal,NA,NA,51.65135,-128.14307999999994,Patrick T. Martone,NA,NA,NA,NA
1643,Polysiphonia pacifica,sequence match 100% with Polysiphonia pacifica in BOLD,Polysiphonia pacifica,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Rattenbury Island, Hakai",30-Jul-17,NA,MarineGeo location XHAK2,A93280,NA,"subtidal, 6.5m",6.5m,NA,51.7012,-128.07398999999998,Zac Montieth,NA,NA,NA,NA
1644,NA,contaminated,Ceramium gardneri,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Rattenbury Island, Hakai",30-Jul-17,NA,"On giant clam, MarineGeo location XHAK2",A93281,NA,"subtidal, 6.8m",6.8m,NA,51.7012,-128.07398999999998,Zac Montieth,NA,NA,NA,NA
1645,NA,messy sequence,Gloiocladia laciniata,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Rattenbury Island, Hakai",30-Jul-17,NA,"On giant clam, wide morphology, MarineGeo location XHAK2",A93282,NA,"subtidal, 7m",7m,NA,51.7012,-128.07398999999998,Zac Montieth,NA,NA,NA,NA
1646,Bossiella schmittii,sequence match 100% with Bossiella schmittii in BOLD,Bossiella schmittii,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Rattenbury Island, Hakai",30-Jul-17,NA,MarineGeo location XHAK2,A93283,NA,"subtidal, 6.9m",6.9m,NA,51.7012,-128.07398999999998,Zac Montieth,NA,NA,NA,NA
1647,NA,sequencing failed,Crusticorallina adhaerens,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Rattenbury Island, Hakai",30-Jul-17,NA,"Growing on plastic baseplate of MarineGeo ARM2, swirled, white margin, up to 1cm diameter",A93284,NA,"subtidal, 7m",7m,NA,51.7012,-128.07398999999998,Patrick T. Martone,NA,NA,NA,NA
1648,NA,messy sequence,Coralline crust,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Rattenbury Island, Hakai",30-Jul-17,NA,"Growing on plastic baseplate of MarineGeo ARM2, small, mauve, up to 3mm diameter, uniporate",A93285,NA,"subtidal, 7m",7m,NA,51.7012,-128.07398999999998,Patrick T. Martone,NA,NA,NA,NA
1649,Peyssonnelia sp.,Good sequence; match 99% on BOLD; match rbcL 95% to AB325864.1,Peyssonnelia sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Rattenbury Island, Hakai",30-Jul-17,NA,"Growing on plastic baseplate of MarineGeo ARM2, yellowish orange, 2-3cm diameter",A93286,NA,"subtidal, 7m",7m,NA,51.7012,-128.07398999999998,Patrick T. Martone,NA,NA,NA,NA
1650,Sarcodiotheca furcata,sequence match 100% with Sarcodiotheca furcata in BOLD; confirmed with NCBI,Gloiocladia laciniata,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Rattenbury Island, Hakai",30-Jul-17,NA,Thin morphology,A93287,NA,"subtidal, <40ft",40ft,NA,51.7012,-128.07398999999998,Andy Lamb and Derek VanManen,NA,NA,NA,NA
1651,Sarcodiotheca furcata,sequence match 100% with Sarcodiotheca furcata in BOLD; confirmed with NCBI,Sarcodiotheca furcata,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Rattenbury Island, Hakai",30-Jul-17,NA,Thin morphology,A93288,NA,"subtidal, <40ft",40ft,NA,51.7012,-128.07398999999998,Andy Lamb and Derek VanManen,NA,NA,NA,NA
1652,Rhodoptilum plumosum,sequence match 100% rbcL with GQ252577.1,Rhodoptilum plumosum,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Kelpie Point, Calvert Island",31-Jul-17,NA,cystocarpic,A93289,NA,"subtidal, IHAK23",23,NA,51.73363000000001,-127.99724000000003,Gustav Paulay,NA,NA,NA,NA
1653,NA,messy sequence,Stephanocystis geminata,NA,Martonelab,Yes,2019-06-13,success,F,,,Herbarium,NA,NA,Brown,Canada,British Columbia,"Kelpie Point, Calvert Island",31-Jul-17,NA,cystocarpic,A93290,NA,"subtidal, IHAK23",23,NA,51.73363000000001,-127.99724000000003,Gustav Paulay,NA,NA,NA,NA
1654,Hymenena kylinii,sequence match 100% with Hymenena kylinii in BOLD; also a match to Hymenena sp.GWS002901 in NCBI,Hymenena setchellii,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Kelpie Point, Calvert Island",31-Jul-17,NA,tetrasporangial sori in longitudinal bands,A93291,NA,"subtidal, IHAK23",23,NA,51.73363000000001,-127.99724000000003,Gustav Paulay,NA,NA,NA,NA
1655,Calliarthron tuberculosum,sequence match 100% with Calliarthron tuberculosum in BOLD,Calliarthron tuberculosum,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Kelpie Point, Calvert Island",31-Jul-17,NA,spindly morphology,A93292,NA,"subtidal, IHAK23",23,NA,51.73363000000001,-127.99724000000003,Gustav Paulay,NA,NA,NA,NA
1656,Peyssonnelia sp. 9BC,sequence match 100% with Peyssonnelia sp.9BC in BOLD,Peyssonnelia sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach, Calvert island",31-Jul-17,NA,"On coralline crust on cobble, crisp round margin, sunburst coloration",A93293,NA,"subtidal, 5m",5m,NA,51.65536863000001,-128.1416272,Aaron Galloway and Andy Lamb,NA,NA,NA,NA
1657,Corallina frondescens,sequence match 100% with Corallina frondescens in BOLD,Corallina sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Lyte Group, Hakai",2-Aug-17,NA,"On ARMS, small amount of material, no distinctive characteristics; Only 1 copy, sent to Matt for BOLD",A93294,NA,"subtidal, 5m",5m,NA,51.814295709999996,-128.237035,Lauran Liggan,NA,NA,NA,NA
1658,Mesophyllum vancouveriense,sequence match 100% with Mesophyllum vancouveriense in BOLD,Unknown Coralline crust,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Lyte Group, Hakai",2-Aug-17,NA,"On ARMS, small amount of material, no distinctive characteristics;Only 1 copy, sent to Matt for BOLD",A93295,NA,"subtidal, 5m",5m,NA,51.814295709999996,-128.237035,Lauran Liggan,NA,NA,NA,NA
1659,Crusticorallina painei,sequence match 99.15% with Crusticorallina painei in BOLD; good match but short sequence (<400bp),Unknown Coralline Crust 1,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"NE Rattenbury, Hakai",02-Aug-17,NA,"On rock scallop, in bedrock urchin barren",A93296,NA,"subtidal, 5m",5m,NA,51.70098097,-128.07396069999993,"Aaron Galloway, Kyle Hall, Zach Monieth, Andy Lamb, Gustav Paulay",NA,NA,NA,NA
1660,NA,contaminated,Unknown Coralline Crust 2,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"NE Rattenbury, Hakai",02-Aug-17,NA,"On rock scallop and polychete worm, in bedrock urchin barren",A93297,NA,"subtidal, 5m",5m,NA,51.70098097,-128.07396069999993,"Aaron Galloway, Kyle Hall, Zach Monieth, Andy Lamb, Gustav Paulay",NA,NA,NA,NA
1661,NA,sequencing failed,Unknown Coralline Crust 3,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"NE Rattenbury, Hakai",02-Aug-17,NA,"On rock scallop, in bedrock urchin barren, very hard, smooth surface",A93298,NA,"subtidal, 5m",5m,NA,51.70098097,-128.07396069999993,"Aaron Galloway, Kyle Hall, Zach Monieth, Andy Lamb, Gustav Paulay",NA,NA,NA,NA
1662,Bossiella orbigniana,sequence match 100% with Bossiella orbigniana in BOLD,Bossiella sp. w/ Crustose base,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach, Calvert Island",02-Aug-17,NA,"On pebble, in Nereocystis forest",A93299,NA,"subtidal, 5m",5m,NA,51.649467,-128.155367,Gustav Paulay,NA,NA,NA,NA
1663,NA,sequencing failed,Articulated coralline (Bossiella spp.?),NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Triquet, Macro,Hakai",03-Aug-17,NA,"Growing on plastic baseplate of MarineGeo ARMS 08, common, small uprights up to 3mm in length, intergenicula 1-2 mm wide",A93300,NA,"subtidal, 5m",5m,NA,51.65423,-128.14142,Lauran Liggan,NA,NA,NA,NA
1664,NA,messy sequence,Articulated coralline (Bossiella spp.?),NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Triquet, Macro, Hakai",03-Aug-17,NA,"Growing on MarineGeo ARMS 08, common, small uprights up to 3mm in length, intergenicula 1-2 mm wide",A93301,NA,"subtidal, 5m",5m,NA,51.65423,-128.14142,Lauran Liggan,NA,NA,NA,NA
1665,Crusticorallina adhaerens,sequence match 100% to Crusticorallina adhaerens in BOLD,Unknown Coralline Crust 1,NA,NA,Yes,NA,NA,,,,NA,NA,NA,Red,Canada,British Columbia,"Triquet, Macro, Hakai",03-Aug-17,NA,"Growing on MarineGeo ARMS 08, common, small crusts 3-5mm wide, no voucher",NA,only photo voucher,"subtidal, 5m",5m,NA,51.65423,-128.14142,Lauran Liggan,NA,NA,NA,NA
1666,Bossiella frondifera,sequence match 100% to Bossiella frondifera in BOLD,Unknown Coralline Crust 1,NA,NA,Yes,NA,NA,,,,NA,NA,NA,Red,Canada,British Columbia,"Goldstream, Hakai",04-Aug-17,NA,"Growing on MarineGeo ARMS 07, small crusts 3-5mm wide, no voucher; Only 1 copy, sent to Matt for BOLD",NA,only photo voucher,"subtidal, 5m, urchin barren",5m,NA,51.651849999999996,-128.14278,Lauran Liggan,NA,NA,NA,NA
1667,NA,"Sequence OK, contaminated;new sequence good-ish best match 94% psba MF101411.1 (Acrosorium ciliolatum)",Unknown Coralline Crust 2,NA,Martonelab,Yes,NA,NA,,,,NA,NA,NA,Red,Canada,British Columbia,"Goldstream, Hakai",04-Aug-17,NA,"Growing on MarineGeo ARMS 07, small crusts 3-5mm wide, no voucher",NA,only photo voucher,"subtidal, 5m, urchin barren",5m,NA,51.651849999999996,-128.14278,Lauran Liggan,NA,NA,NA,NA
1668,NA,sequencing failed,Unknown Coralline Crust 3,NA,NA,Yes,NA,NA,,,,NA,NA,NA,Red,Canada,British Columbia,"Goldstream, Hakai",04-Aug-17,NA,"Growing on MarineGeo ARMS 07, small crusts 3-5mm wide, no voucher; Only 1 copy, sent to Matt for BOLD",NA,only photo voucher,"subtidal, 5m, urchin barren",5m,NA,51.651849999999996,-128.14278,Lauran Liggan,NA,NA,NA,NA
1669,NA,sequencing failed,Unknown Coralline Crust 4,NA,NA,Yes,NA,NA,,,,NA,NA,NA,Red,Canada,British Columbia,"Goldstream, Hakai",04-Aug-17,NA,"Growing on MarineGeo ARMS 07, small crusts 3-5mm wide, no voucher",NA,only photo voucher,"subtidal, 5m, urchin barren",5m,NA,51.651849999999996,-128.14278,Lauran Liggan,NA,NA,NA,NA
1670,NA,NA,Ulva linza,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Green,Canada,British Columbia,"N. Pigu, Choked Pass",04-Aug-17,NA,Growing on seagrass,A93302,NA,"subtidal, 5m, seagrass bed, sand, on rock island",5m,NA,51.67629307,-128.1222137,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA,NA,NA
1671,Bossiella frondifera,sequence match 100% with Bossiella frondifera in BOLD,Unknown corraline crust 1,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,NA,"Growing on plastic baseplate of MarineGeo ARMS 06, 2-3 cm wide, white margin, purple/pink; Only 1 copy, sent to Matt for BOLD",A93303,NA,"subtidal, 5m, Macrocystis forest",5m,NA,51.89583000000001,-128.1694,Lauran Liggan,NA,NA,NA,NA
1672,NA,sequencing failed,Bossiella sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,NA,"Growing on plastic baseplate of MarineGeo ARMS 06, small intergenicula ~1mm wide, fine pinnate branching; Only 1 copy, sent to Matt for BOLD",A93304,NA,"subtidal, 5m, Macrocystis forest",5m,NA,51.89583000000001,-128.1694,Lauran Liggan,NA,NA,NA,NA
1673,Bossiella frondifera,sequence match 100% to PTM549 and others,Bossiella sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,NA,"Growing on plastic baseplate of MarineGeo ARMS 06, small intergenicula 2-3mm wide, pinnately branched, intergenicula are heart-shaped; Only 1 copy, sent to Matt for BOLD",A93305,NA,"subtidal, 5m, Macrocystis forest",5m,NA,51.89583000000001,-128.1694,Lauran Liggan,NA,NA,NA,NA
1674,NA,sequencing failed,Bossiella sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,NA,"Growing on plastic baseplate of MarineGeo ARMS 06, small intergenicula 2-3mm wide, pinnately branched, intergenicula wider than long; Only 1 copy, sent to Matt for BOLD",A93306,NA,"subtidal, 5m, Macrocystis forest",5m,NA,51.89583000000001,-128.1694,Lauran Liggan,NA,NA,NA,NA
1675,Bossiella hakaiensis,sequence match 100% to PTM411,Bossiella sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,NA,"Growing on plastic baseplate of MarineGeo ARMS 06, small intergenicula 2-3mm wide, pinnately branched, intergenicula are heart-shaped, could be siliar to PTM 1673; Only 1 copy, sent to Matt for BOLD",A93307,NA,"subtidal, 5m, Macrocystis forest",5m,NA,51.89583000000001,-128.1694,Lauran Liggan,NA,NA,NA,NA
1676,NA,NA,Scytosiphon base,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Brown,Canada,British Columbia,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,NA,"Growing on MarineGeo ARMS 06, uncrusting brown, soft, slightly spongy",A93308,NA,"subtidal, 5m, Macrocystis forest",5m,NA,51.89583000000001,-128.1694,Lauran Liggan,NA,NA,NA,NA
1677,Bossiella orbigniana,sequence match 100% to GWS006725,Bossiella sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,NA,"Growing on MarineGeo ARMS 06, small uprights up to 1 cm in length, large intergenicula <3 mm wide, upright stalks no distinctive branching pattern",A93309,NA,"subtidal, 5m, Macrocystis forest",5m,NA,51.89583000000001,-128.1694,Lauran Liggan,NA,NA,NA,NA
1678,Bossiella reptans,sequence match 100%,Bossiella sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,NA,"Growing on MarineGeo ARMS 06, small intergenicula 2-3mm wide, pinnately branched, intergenicula are heart-shaped, could be siliar to PTM 1673, small intergenicula 2-3mm wide, pinnately branched, intergenicula are heart-shaped, could be siliar to PTM 1673",A93310,NA,"subtidal, 5m, Macrocystis forest",5m,NA,51.89583000000001,-128.1694,Lauran Liggan,NA,NA,NA,NA
1679,NA,contaminated,Corallina vancouveriensis,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"West Beach, Macrocystsis site, Calvert Island",04-Aug-17,NA,"Growing on plastic baseplate of MarineGeo ARMS 06,small uprights up to 3mm in length, intergenicula 1-2 mm wide; Only 1 copy, sent to Matt for BOLD",A93311,NA,"subtidal, 5m, Macrocystis forest",5m,NA,51.89583000000001,-128.1694,Lauran Liggan,NA,NA,NA,NA
1680,Neodilsea borealis,sequence match 100% with Neodilsea borealis with BOLD; confirmed with NCBI,Halymenia gardneri,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Choked Pass, Lower Island, Hakai",04-Aug-17,NA,Growing on gravel in seagrass bed interior,A93312,NA,subtidal 7m @9:00AM,7m,NA,51.678303610000015,-128.1265344,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA,NA,NA
1681,Gracilariophila oryzoides,sequence match 99.08% with Gracilariophila oryzoides with BOLD,Gracilariophila oryzoddes,NA,NA,NA,NA,NA,,,,NA,NA,NA,Red,Canada,British Columbia,"Choked Pass, Lower Island, Hakai",04-Aug-17,NA,Growing on gravel in seagrass bed interior,NA,no voucher,subtidal 7m @9:00AM,7m,NA,51.678303610000015,-128.1265344,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA,NA,NA
1682,NA,NA,Ulva californica,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Green,Canada,British Columbia,"Choked Pass, Lower Island, Hakai",04-Aug-17,NA,Growing on seagrass in seagrass bed interior,A93313,NA,subtidal 7m @9:00AM,7m,NA,51.678303610000015,-128.1265344,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA,NA,NA
1683,Sarcodiotheca furcata,seqeunce match 100% with Sarcodiotheca furcata in BOLD,Unkown strap-like bladed red,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Choked Pass, Lower Island, Hakai",04-Aug-17,NA,Growing in seagrass bed interior on pebble,A93314,NA,subtidal 7m @9:00AM,7m,NA,51.678303610000015,-128.1265344,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA,NA,NA
1684,Erythrophyllum oblongifructum,seqeuence match 100% with Erythrophyllum oblongifructum in BOLD; NCBI suggests Kallymeniopsis oblongifructa; a tree of BOLD data suggests Erythrophyllum,Neodilsea borealis,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Choked Pass, Lower Island, Hakai",04-Aug-17,NA,Growing in seagrass bed interior on pebble,A93315,NA,subtidal 4m @9:45AM,4m,NA,51.678303610000015,-128.1265344,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA,NA,NA
1685,Callophyllis crenulata,sequence match 100% with Callophyllis crenulata in BOLD,Callophyllis sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Choked Pass, Lower Island, Hakai",04-Aug-17,NA,Growing in seagrass bed interior on bryozoans,A93316,NA,subtidal 4m @9:45AM,4m,NA,51.678303610000015,-128.1265344,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA,NA,NA
1686,Chondracanthus exasperatus,sequence match 100% with Chondracanthus exasperatus in BOLD,Unkown red blade,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Choked Pass, Lower Island, Hakai",04-Aug-17,NA,Growing in seagrass bed interior on pebble,A93317,NA,subtidal 7m @9:00AM,7m,NA,51.678303610000015,-128.1265344,"Derek VanMaanen, Zach Monieth, Ondine Pontier",NA,NA,NA,NA
1687,Opuntiella sp. 1californica,sequence match 99.85% with Opuntiella sp. 1californica in BOLD,Unknown red blade,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"2nd Beach, Calvert Island",05-Aug-17,NA,"Growing on MarineGeo ARMS 02, slight peltate attachment",A93318,NA,"subtidal, 5m, Nereocystis forest",5m,NA,51.896110000000014,-128.2375,Lauran Liggan,NA,NA,NA,NA
1688,Bossiella reptans,sequence match 100%,Bossiella reptans,NA,NA,Yes,NA,NA,,,,NA,NA,NA,Red,Canada,British Columbia,"2nd Beach, Calvert Island",05-Aug-17,NA,"Growing on MarineGeo ARMS 02, floating intergenicula less than 1mm, ~1 cm fronds, no voucher; Only 1 copy, sent to Matt for BOLD",NA,no voucher,"subtidal, 5m, Nereocystis forest",5m,NA,51.896110000000014,-128.2375,Lauran Liggan,NA,NA,NA,NA
1689,Calliarthron tuberculosum,sequence match 100% with Calliarthron tuberculosum in BOLD,Bossiella sp.,NA,NA,Yes,NA,NA,,,,NA,NA,NA,Red,Canada,British Columbia,"2nd Beach, Calvert Island",05-Aug-17,NA,"Growing on MarineGeo ARMS 02, genicula wider than long, 2-3 mm wide, no voucher; Only 1 copy, sent to Matt for BOLD",NA,no voucher,"subtidal, 5m, Nereocystis forest",5m,NA,51.896110000000014,-128.2375,Lauran Liggan,NA,NA,NA,NA
1690,NA,NA,Saccharina groenlandica,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Brown,Canada,British Columbia,"Outer Sandspit, Calvert Island",05-Aug-17,NA,"Attached to cobble, long thick blade with short stipe",A93319,NA,subtidal 5m,5m,NA,51.67909226000001,-128.1160909,"Derek VanMaanen, Ondine Pontier, Aaron Galloway, Andy Lamb",NA,NA,NA,NA
1691,Pleonosporium sp. 3GWS,sequence match 100% with Pleonosporium sp. 3GWS in BOLD; no robust match in NCBI,Callithamnion biseriatum,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Outer Sandspit, Calvert Island",05-Aug-17,NA,"Attached to Goeduck shell; Only 1 copy, sent to Matt for BOLD",A93320,NA,subtidal 5m,5m,NA,51.67909226000001,-128.1160909,"Derek VanMaanen, Ondine Pontier, Aaron Galloway, Andy Lamb",NA,NA,NA,NA
1692,Callophyllis edentata,sequence match 100% with Callophyllis edentata in BOLD; confirmed with tree,Callophyllis heanophylla,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Outer Sandspit, Calvert Island",05-Aug-17,NA,Growing on cobble,A93321,NA,subtidal 5m,5m,NA,51.67909226000001,-128.1160909,"Derek VanMaanen, Ondine Pontier, Aaron Galloway, Andy Lamb",NA,NA,NA,NA
1693,Hildenbrandia sp.2GWS,sequence match 100% with Hildenbrandia sp. 2GWS in BOLD,Petrocelis,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,Rock bench between 2nd and 3rd Beach,06-Aug-17,NA,"near mussle beds, no uprights present, almond brown",A93322,NA,HIgh intertidal,NA,NA,51.64695000000001,-128.14846,Lauran Liggan,NA,NA,NA,NA
1694,Mastocarpus rigidus,100% match to Mastocarpus rigidus by BLAST (NCBI),Petrocelis,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,Rock bench between 2nd and 3rd Beach,06-Aug-17,NA,"near mussle beds, no uprights present, green",A93323,NA,HIgh intertidal,NA,NA,51.64695000000001,-128.14846,Lauran Liggan,NA,NA,NA,NA
1695,Heterosiphonia sp.2densiuscula,sequence match 100% with Heterosiphonia sp. 2densiuscula in BOLD; also a match to sp.1deniuscula and sp.3densiuscula,Heterosiphonia densiuscula,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Pruth Bay, Clavert Island",06-Aug-17,NA,"In seagrass bed, attached to tube worm",A93324,NA,subtidal 5m,5m,NA,51.64610688000001,-128.1195702999999,Derek VanMaanen,NA,NA,NA,NA
1696,Hildenbrandia sp.2GWS,sequence match 100% with Hildenbrandia sp. 2GWS in BOLD,Petrocelis,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"S. North Beach, Calvert Island",08-Aug-17,NA,"on rock bench, Brown; Only 1 copy, sent to Matt for BOLD",A93325,NA,High intertidal,NA,NA,51.66546,-128.14632,Lauran Liggan,NA,NA,NA,NA
