PTM#,Final determination,genetic match/notes,Determination in the field,Qualifier,DNA location,Extra DNA Sample,Date of Extraction,PCR results,CO1,psbA,rbcL,Voucher location,BOLDNumber,GenbankNumber,Red/Coralline/Green/Brown,Country,StateProvince,Locality,Date Collected,Reproductive Status,Field Notes,Accession #,Missing accession,Habitat,Depth,Fragments available?,Latitude,Longitude,Primary Collector,Other collectors,Determined by,Determination Date,Project
519,Chiharaea rhododactyla,NA,Bossiella sp.,NA,NA,NA,2013-06-28,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,NA,Same is missing from box,A89840,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,Bossiella hakaiensis,NA,Bossiella sp. #5 chiloensis,NA,NA,NA,2013-06-28,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,NA,NA,A89841,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,Chiharaea silvae,NA,Bossiella reptans ?,NA,NA,NA,2013-07-03,NA,F,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,NA,NA,A89842,NA,"low, under Phyllospadix",NA,NA,NA,NA,NA,NA,NA,NA,NA
522,Crusticorallina muricata,psba PCR failed,Pseudolithophyllum muricatum,NA,NA,NA,2013-07-03,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,NA,NA,A89843,NA,"low, under Alaria/Costaria",NA,NA,NA,NA,NA,NA,NA,NA,NA
523,NA,PCR failed 3 times; PCR failed with re-extracted DNA,Mesophyllum vancouveriense,NA,NA,NA,2013-07-03,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, North Beach Bench",27-May-2013,NA,NA,A89844,NA,"low, on Phyllo. root",NA,NA,NA,NA,NA,NA,NA,NA,NA
524,Callophyllis pinnata,sequence 100% match in BOLD,Callophyllis sp.,NA,NA,NA,2015-05-28,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai, Port Reef",27-May-2013,NA,"Thick; irregular, ground material reached half 0.1 mark, no genetic sample left in vial",A89845,NA,"subtidal, 13m",13m,NA,NA,NA,NA,NA,NA,NA,NA
525,Salishia sanguinea,sequence 100% match in BOLD,Salishia firma,NA,NA,NA,2015-05-29,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai, Port Reef",27-May-2013,NA,"Very irregular branching; slippery, ground material reached half 0.1 mark, no genetic sample left in vial, PCR worked after 1:10 dilution",A89846,NA,"subtidal, 13m",13m,NA,NA,NA,NA,NA,NA,NA,NA
526,Salishia sanguinea,sequence 99.76% match in BOLD,Hymenena sp.,NA,NA,NA,2015-05-29,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai, Port Reef",27-May-2013,NA,"Ovate; on tunicate, ground material reached half 0.1 mark, no genetic sample left over",A89847,NA,"subtidal, 15m",15m,NA,NA,NA,NA,NA,NA,NA,NA
527,NA,PCR fail,Nereocystis luetkeana,NA,NA,NA,2015-06-23,NA,,,,Herbarium,NA,NA,Brown,Canada,British Columbia,"Hakai, Port Reef",27-May-2013,NA,"Baby, no genetic sample left, ground material reached half 0.1 mark; PCR failed full strength & after 1:10 & 1:40 dilution; check Jimmy's notebook for nanodrop results",A89848,NA,"subtidal, 10m",10m,NA,NA,NA,NA,NA,NA,NA,NA
528,NA,PCR failed 3 times; PCR failed with re-extracted DNA,Coralline crust,NA,NA,NA,2013-07-03,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, Port Reef",27-May-2013,NA,On empty Balanus nubulus,A89849,NA,"subtidal, 17m",17m,NA,NA,NA,NA,NA,NA,NA,NA
529,Gloiocladia laciniata,sequence 100% match Gloiocladia sp. 1laciniata,Salishia sp.,NA,NA,NA,2015-05-29,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai, Port Reef",27-May-2013,NA,"On Pterygphora stipe, ground material reached quarter 0.1 mark, no genetic sample left over",A89850,NA,"subtidal, 10m",10m,NA,NA,NA,NA,NA,NA,NA,NA
530,NA,PCR failed 3 times; try re-extraction,Coralline crust,NA,NA,NA,2013-07-03,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, Port Reef",27-May-2013,NA,NA,A89851,NA,"subtidal, 17m",17m,NA,NA,NA,NA,NA,NA,NA,NA
531,NA,PCR failed 3 times; PCR failed with re-extracted DNA,Coralline crust,NA,NA,NA,2013-07-03,NA,F,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, Port Reef",27-May-2013,NA,NA,A89852,NA,"subtidal, 18m",18m,NA,NA,NA,NA,NA,NA,NA,NA
532,NA,sequence 99.61% match with Metacaprella kennerlyi (an animal) in BOLD,Polysiphonia hendryi var. luxurians,NA,NA,Yes,2015-05-29,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai, Port Reef",27-May-2013,NA,"Covered in caprellids, ground material reached half 0.1 mark, little ground material left in vial",A89853,NA,"subtidal, 13m",13m,NA,NA,NA,NA,NA,NA,NA,NA
533,NA,PCR fail,Macrocystis pyrifera,NA,NA,NA,2015-06-23,NA,,,,Herbarium,NA,NA,Brown,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,"no genetic sample left, ground material reached half 0.1 mark; PCR failed full strength & after 1:10 & 1:40 dilutions",A89854,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
534,Agarum fimbriatum,sequence 99.78% match in BOLD,Agarum fimbriatum,NA,NA,NA,2015-06-23,NA,,,,Herbarium,NA,NA,Brown,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,"no genetic sample left, ground material reached half 0.1 mark, faint bands for 1:10 & 1:40 dilutions, PCR failed full strength",A89855,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
535,NA,CO1 messy; no other gene attempted,Polysiphonia paniculata,NA,NA,NA,2015-05-29,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,"On pebble, very little ground material obtained, ground material was very mushy, no genetic sample left over, green colouring on tips of sample",A89856,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
536,Gloiocladia laciniata,sequence 100% match with Gloiocladia sp. 1laciniata,Gloiocladia laciniata,NA,NA,NA,2015-05-29,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,"On worm tube in shellsand; female, ground material reached a little under half 0.1 mark, no genetic sample left over",A89857,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
537,NA,PCR fail,Saccharina latissima,NA,NA,Yes,2015-06-23,NA,,,,Herbarium,NA,NA,Brown,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,"left over ground material in vial, ground material reached half 0.1 mark, PCR failed full strength & after 1:10 & 1:40 dilution; check Jimmys notebook for nanodrop results",A89858,NA,"subtidal, 2m",2m,NA,NA,NA,NA,NA,NA,NA,NA
538,Bossiella orbigniana,NA,Bossiella orbigniana,NA,NA,NA,2013-07-03,NA,F,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,NA,A89859,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
539,Ceramium pacificum,sequence 100% match in BOLD,Ceramium pacificum,NA,NA,NA,2015-05-29,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,"ground material was very sticky, did not reach half 0.1 mark, no genetic sample left over",A89860,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
540,NA,both forward and reverse CO1 sequences are relatively clean - but no seq. match….animal contaminant?; rbcL failed.,Callithamnion acutum,NA,NA,NA,2015-06-04,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,"On wormtube in shellsand, ground material is pasty, no genetic sample left in vial, ground material did not reach half 0.1 mark",A89861,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
541,Gracilaria pacifica,sequence 100% match in BOLD,Gracilaria sp.,NA,NA,NA,2015-06-04,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,"Tangled in Sarcodiotheca, ground material was clumped together, no genetic sample left in vial",A89862,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
542,Pugetia fragilissima,sequence 100% match in BOLD,Salishia firma,NA,NA,Yes,2015-06-04,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,"Female, lots of silicia attached to genetic sample, reached half 0.1 mark",A89863,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
543,NA,messy CO1 contamination; messy rbcL,Antithamnion defectum,NA,NA,NA,2015-06-04,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,"On wormtube in shellsand, ground material was very pasty, no genetic sample left in vial",A89864,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
544,Melobesioideae sp. 1/Lithothamnion sp. 1,match to Sandra's CO1_Lithothamnion_sp1_rhodolith,Coralline crust,NA,NA,NA,2013-07-03,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,"From Paul:  matches two sequences I have from Sandra, one labeled CO1 from Kinzarof Lagoon (no number) and the other CO3 (SCL14529).  Clearly Melobesioideae, but this subfamily/family is a complete mess in terms of genera, particularly with respect to Leptophytum",A89865,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
545,Coilodesme sp. 1GWS,"sequence 99.78% match in BOLD; 97.67% match with Coilodesme bulligera, it appears there are two species falling under this name - about -3-4% divergent in CO1",Coilodesme bulligera,NA,NA,NA,2015-06-23,NA,,,,Herbarium,NA,NA,Brown,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,"no genetic sample left in vial, ground material reached half 0.1 mark",A89866,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
546,Bossiella sp.2chiloensis,NA,Bossiella orbigniana,NA,NA,NA,2013-07-03,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,very spatulate intergen.,A89867,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
547,Bossiella manzae,mixed collection?,Bossiella sp.,NA,NA,Yes,2013-07-03,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,conceptacles dorsal and ventral; potentially mixed,A89868,NA,low tidepool,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,Chiharaea silvae,NA,Bossiella sp.,NA,NA,NA,2013-07-04,NA,,FR,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach - btw 5th + 6th Beach",28-May-2013,NA,NA,A89869,NA,"under Alaria, low",NA,NA,NA,NA,NA,NA,NA,NA,NA
549,Bossiella frondifera,NA,Bossiella frondifera,NA,NA,NA,2013-07-04,NA,F,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,Lush form; same as 547?,A89870,NA,"low, exposed point",NA,NA,NA,NA,NA,NA,NA,NA,NA
550,Bossiella frondifera,NA,Bossiella sp. #4 chiloensis,NA,NA,NA,2013-07-04,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,NA,A89871,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,Bossiella frondescens,NA,Bossiella sp.,NA,NA,NA,2013-07-04,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,nearly rhizomitous; mangled; tiny intergenicula; sagitate,A89872,NA,high intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,Bossiella sp. 5chiloensis,NA,Bossiella sp. #5 chiloensis,NA,NA,NA,2013-07-04,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,NA,A89873,NA,low tidepool,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,Bossiella hakaiensis,moderate/good CO1 - get reverse psbA if we don't have it,Bossiella sp.,NA,NA,NA,2013-07-04,NA,,,FR,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,NA,A89874,NA,"mid tidepool, exposed",NA,NA,NA,NA,NA,NA,NA,NA,NA
554,Chiharaea silvae,may be mixed collection,Bossiella sp.,NA,NA,NA,2013-07-04,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,NA,A89875,NA,"mid tidepool, exposed",NA,NA,NA,NA,NA,NA,NA,NA,NA
555,Bossiella sp. 5chiloensis,NA,Bossiella sp. #5 chiloensis,NA,NA,NA,2013-07-04,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,frilly;adventitious,A89876,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,Johansenia macmillanii,NA,Johansenia macmillanii,NA,NA,NA,2013-07-16,NA,,FR,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,NA,A89877,NA,low intertidal on wall,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,Bossiella manzae,NA,Bossiella sp. #4 chiloensis,NA,NA,NA,2013-07-16,NA,,FR,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,NA,A89878,NA,mid intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,Pseudolithophyllum sp. 1whidbeyense,- no more DNA,Pseudolithophyllum whidbeyense,NA,NA,NA,2013-07-16,NA,,FR,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.  (boulder channel)",28-May-2013,NA,swirly with white margins,A89879,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,Bossiella dichotoma,NA,Bossiella sp. #2 chiloensis,NA,NA,NA,2013-07-16,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,on rock,A89880,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,Bossiella frondifera,NA,Bossiella sp. #5 chiloensis,NA,NA,NA,2013-07-16,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Between 5th + 6th beach (boulder field)",28-May-2013,NA,very flattened,A89881,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,Bossiella sp. 5chiloensis,NA,Bossiella sp.,NA,NA,NA,2013-07-16,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,on rock,A89882,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,Bossiella reptans,NA,Bossiella sp.,NA,NA,NA,2013-07-16,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,NA,A89883,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,Lithophyllum sp. 1,NA,Coralline crust,NA,NA,NA,2013-07-22,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.  (boulder channel)",28-May-2013,NA,"From Paul: 563 is an undescribed Lithophyllum species, my hypothesis is a 
subtidal specimen, related to subtidal sample I recently was sent from 
CA.",A89884,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,Bossiella manzae,NA,Bossiella sp. #7 plumosa ?,NA,NA,NA,2013-07-22,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,PTM thinks looks like Biplumosa,A89885,NA,"low intertidal, on rock wall",NA,NA,NA,NA,NA,NA,NA,NA,NA
565,Bossiella dichotoma,NA,Bossiella sp. #2 chiloensis,NA,NA,NA,2013-07-22,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,on rock,A89886,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,Bossiella frondifera,NA,Bossiella frondifera,NA,NA,NA,2013-07-22,NA,,F,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,beside C. silvae,A89887,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,Johansenia macmillanii,for phylogeny,Johansenia macmillanii,NA,NA,NA,2013-07-22,NA,FR,FR,FR,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,photo #282,A89888,NA,"low intertidal, in tidepool",NA,NA,NA,NA,NA,NA,NA,NA,NA
568,Bossiella hakaiensis,messy CO1 - get reverse psbA if we don't have it,Bossiella sp.,NA,NA,NA,2013-07-22,NA,,,FR,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.  (channel)",28-May-2013,NA,NA,A89889,NA,"low intertidal, below tunicate",NA,NA,NA,NA,NA,NA,NA,NA,NA
569,Mastocarpus pachenicus,sequence 100% match in BOLD,Mastocarpus pachenicus,NA,NA,Yes,2015-06-04,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.  (channel)",28-May-2013,NA,"cystocarpic, ground material reached half 0.1 mark, ground material left over in vial",A89890,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,Farlowia sp. 1GWS,sequence 100% match in BOLD; rbcL was sequenced as well - no match to rbcL in Genbank; it appears this is a new species of Farlowia that needs description- it is significantly divergent from the other Farlowia species (>8% from F. conferta).,Farlowia mollis?,NA,NA,Yes,2015-06-04,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,"exposed morph, slippery, ground material reached half 0.1 mark, ground material left over in vial",A89891,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,CO1 messy - no other gene attempted,Membranoptera platyphylla,NA,NA,NA,2015-06-04,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,"beautiful, ground material was clumpy and reached half 0.1 mark, no genetic sample left over",A89892,NA,"low intertidal, on barnacle test",NA,NA,NA,NA,NA,NA,NA,NA,NA
572,Pikea sp.2californica,sequence 98.52% match in BOLD,Pikea of. pinnata,NA,NA,NA,2015-06-04,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,"finely branched, ground material was clumpy and reached half 0.1 mark, no genetic sample left over",A89893,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,Bryopsis corticulans,sequence 100% match in NCBI BLAST,Bryopsis plumosa,NA,NA,NA,2015-06-22,NA,,,,Herbarium,NA,NA,Green,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.  (channel)",28-May-2013,NA,"ground material did not reach half 0.1 mark, no genetic sample left in vial, PCR positive for tufA",A89894,NA,"low intertidal, among tunicates on vertical wall",NA,NA,NA,NA,NA,NA,NA,NA,NA
574,Lessoniopsis littoralis,sequence 99.46% match in BOLD,Lessoniopsis littoralis,NA,NA,Yes,2015-06-23,NA,,,,Herbarium,NA,NA,Brown,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,"left over ground material in vial, ground material reached half 0.1 mark",A89895,NA,low intertidal,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,Mazzaella dewreedei,sequence 100% match in BOLD,Mazzaella linearis,NA,NA,Yes,2015-06-08,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,"slightly irridescent; left over ground material in vial, ground material reached half 0.1 mark",A89896,NA,"low intertidal, on gooseneck barnacles",NA,NA,NA,NA,NA,NA,NA,NA,NA
576,Ptilota hypnoides,sequence 100% match in BOLD,Neoptilota hypnoides,NA,NA,NA,2015-06-08,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,"no genetic sample left over in vial, ground material reached half 0.1 mark",A89897,NA,"low intertidal, on Johansennia",NA,NA,NA,NA,NA,NA,NA,NA,NA
577,Scytosiphon constrictus,sequence 98.52% match in BOLD; sequence quality moderate-good,Scytosiphon lomentaria,NA,NA,Yes,2015-06-17,NA,,,,Herbarium,NA,NA,Brown,Canada,British Columbia,"Hakai,  Fourth Beach",28-May-2013,NA,"thick, in constrictions, left over ground material in vial, ground material reached half 0.1 mark, PCR band very faint after 1:40 dilution",A89898,NA,"low intertidal, on rock surrounded by sand",NA,NA,NA,NA,NA,NA,NA,NA,NA
578,Neorhodomela aculeata,cannot verify Jimmy's sequencing info (this was not entered in the spreadsheet properly).,Odonthalia oregona,NA,NA,Yes,2015-06-17,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Between 5th + 6th beach (boulder field)",27-May-2013,NA,"tetrasporophyte, left over ground material in vial, reached half 0.1 mark",A89899,NA,drift,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,Ptersiphonia bipinnata/Polyostea robusta,cannot verify Jimmy's sequencing info (this was not entered in the spreadsheet properly).,Pterosiphonia bipinnata,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",28-May-2013,NA,"left over ground material in vial, ground material reached half 0.1 mark, PCR worked after 1:10 dilution",A89900,NA,"high intertidal, on Mytilus",NA,NA,NA,NA,NA,NA,NA,NA,NA
580,Desmerestia sp.2aculeata,sequence 100% match in BOLD,Desmerestia aculeata,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,NA,Canada,British Columbia,"Hakai,  Between 5th + 6th beach (boulder field)",28-May-2013,NA,NA,A89901,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
581,Griffithsia pacifica,sequence 99.12% match in BOLD,Griffithsia pacifica,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,NA,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,NA,A89902,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
582,Plenosporum vancouverianum,CO1 messy; no other gene attempted,Plenosporium vancouverianum,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,NA,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,NA,A89903,NA,"subtidal, 9m",9m,NA,NA,NA,NA,NA,NA,NA,NA
583,Cryptopleura ruprechtiana,99.76% match Cryptopleura ruprechtiana BOLD and NCBI for rbcL; CO1 messy,Hymenena sp.,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,NA,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,NA,A89904,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,CO1 messy; no other gene attempted,Herpsiphonia plumula,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai, Maey Island",27-May-2013,NA,"ground material was clumpy, no genetic sample left in vial, ground material reached half 0.1 mark",A89905,NA,"subtidal, 3.5m",3.5m,NA,NA,NA,NA,NA,NA,NA,NA
585,Erythrophyllum delesserioides,sequence 100% match in BOLD,Erythrophyllum delesserioides,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,NA,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,NA,A89906,NA,"subtidal, 12m",12m,NA,NA,NA,NA,NA,NA,NA,NA
586,Chondracanthus exasperatus,sequence 100% match in BOLD,Chondrachanthus corymbiferus,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,NA,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,NA,A89907,NA,"subtidal, 12m",12m,NA,NA,NA,NA,NA,NA,NA,NA
587,Callophyllis pinnata,CO1 messy; no other gene attempted,Callophyllis pinnata,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,NA,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,cystcampic?,A89908,NA,"subtidal, 12m",12m,NA,NA,NA,NA,NA,NA,NA,NA
588,Callophyllis pinnata,CO1 messy; no other gene attempted,Callophyllis pinnata,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,NA,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,tetrosporophyte,A89909,NA,"subtidal, 12m",12m,NA,NA,NA,NA,NA,NA,NA,NA
589,Rhodomenia pacifica,sequence 100% match in BOLD,Rhodomenia pacifica,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,NA,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,NA,A89910,NA,"subtidal, 12m",12m,NA,NA,NA,NA,NA,NA,NA,NA
590,Mazzaella sanguinea,sequence 100% match in BOLD,Mazzaella sp.,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,NA,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,NA,A89911,NA,"subtidal, 12m",12m,NA,NA,NA,NA,NA,NA,NA,NA
591,Rhodomenia pacifica,sequence 100% match in BOLD,Rhodomenia pacifica,NA,NA,Yes,NA,NA,,,,Herbarium,NA,NA,NA,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,NA,A89912,NA,"subtidal, 12m",12m,NA,NA,NA,NA,NA,NA,NA,NA
592,Pyropia gardneri,Extract P848; confirmed ID 18-Dec-2013 SCL,Pyropia gardneri,NA,NA,NA,NA,NA,,,,Herbarium,NA,NA,NA,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt.",27-May-2013,NA,NA,A89913,NA,"subtidal, 7m",7m,NA,NA,NA,NA,NA,NA,NA,NA
593,NA,PCR failed three times,Coralline crust,NA,NA,NA,2013-07-22,NA,,,,Herbarium,NA,NA,Coralline,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,NA,A89914,NA,"subtidal, 12m, on Balanus nubilus",12m,NA,NA,NA,NA,NA,NA,NA,NA
594,NA,CO1 messy; no other gene attempted,Mazzaella sanguinea,NA,NA,NA,2015-06-17,NA,,,,Herbarium,NA,NA,Red,Canada,British Columbia,"Hakai,  Fifth Beach Exposed Pt. Subtidal",27-May-2013,NA,"no genetic sample left in vial, ground material reached half 0.1 mark",A89915,NA,"subtidal, 12m",12m,NA,NA,NA,NA,NA,NA,NA,NA
