folder,file,ptm,gene,other
PTM1001-1500,PTM1192,PTM1192,tlr,P1511391
PTM1001-1500,PTM1193,PTM1193,psbaf,P1511266
PTM1001-1500,PTM1194,PTM1194,psbaf,P1511266
PTM1001-1500,PTM1195,PTM1195,psbaf,P1511266
PTM1001-1500,PTM1196,PTM1196,psbaf,P1511266
PTM1001-1500,PTM1199,PTM1199 (1)/PTM1199,ef2l,P1511544
PTM1001-1500,PTM1199,PTM1199 (1)/PTM1199,ef2l,P1511548
PTM1001-1500,PTM1199,PTM1199 (1)/PTM1199,ef2l3,P1511544
PTM1001-1500,PTM1199,PTM1199 (1)/PTM1199,ef2l4cor,P1511544
PTM1001-1500,PTM1199,PTM1199 (1)/PTM1199,ef2r2,P1511544
PTM1001-1500,PTM1199,PTM1199 (1)/PTM1199,ef2r3new,P1511544
PTM1001-1500,PTM1199,PTM1199 (1)/PTM1199,ef2r3new,P1511548
PTM1001-1500,PTM1199,PTM1199 (1)/PTM1199,ef2r4cor,P1511544
PTM1001-1500,PTM1199,PTM1199 (1)/PTM1199,g0,P1511622
PTM1001-1500,PTM1199,PTM1199 (1)/PTM1199,g04,P1511622
PTM1001-1500,PTM1199,PTM1199 (1)/PTM1199,g07,P1511617
PTM1001-1500,PTM1199,PTM1199 (1)/PTM1199,g07,P1511617
PTM1001-1500,PTM1199,PTM1199 (1)/PTM1199,g4,P1511622
PTM1001-1500,PTM1199,PTM1199,f57,P1511398
PTM1001-1500,PTM1199,PTM1199,g0,P1511622
PTM1001-1500,PTM1199,PTM1199,g04,P1511622
PTM1001-1500,PTM1199,PTM1199,g07,P1511617
PTM1001-1500,PTM1199,PTM1199,g4,P1511622
PTM1001-1500,PTM1199,PTM1199,gwsfn,P1511398
PTM1001-1500,PTM1199,PTM1199,gwsrx,P1511451
PTM1001-1500,PTM1199,PTM1199,gwsrx,P1511451
PTM1001-1500,PTM1199,PTM1199,psbaf,P1511266
PTM1001-1500,PTM1199,PTM1199,psbar2,P1511398
PTM1001-1500,PTM1199,PTM1199,rbclrevnew,P1511391
PTM1001-1500,PTM1199,PTM1199,rbclrevnew,P1511394
PTM1001-1500,PTM1199,PTM1199,tlf5,P1511398
PTM1001-1500,PTM1199,PTM1199,tlr,P1511391
PTM1001-1500,PTM1200,PTM1200,psbaf,P1511266
PTM1001-1500,PTM1201,PTM1201,psbaf,P1511266
PTM1001-1500,PTM1202,PTM1202,psbaf,P1511266
PTM1001-1500,PTM1203,PTM1203,f57,P1511451
PTM1001-1500,PTM1203,PTM1203,f57,P1511451
PTM1001-1500,PTM1203,PTM1203,gwsfn,P1511398
PTM1001-1500,PTM1203,PTM1203,gwsrx,P1511451
PTM1001-1500,PTM1203,PTM1203,gwsrx,P1511451
PTM1001-1500,PTM1203,PTM1203,psbaf,P1511266
PTM1001-1500,PTM1203,PTM1203,psbar2,P1511398
PTM1001-1500,PTM1203,PTM1203,rbclrevnew,P1511451
PTM1001-1500,PTM1203,PTM1203,rbclrevnew,P1511451
PTM1001-1500,PTM1203,PTM1203,tlf5,P1511448
PTM1001-1500,PTM1203,PTM1203,tlr,P1511448
PTM1001-1500,PTM1203,PTM1203,tlr,P1511456
PTM1001-1500,PTM1204,PTM1204,f57,P1511398
PTM1001-1500,PTM1204,PTM1204,gwsfn,P1511398
PTM1001-1500,PTM1204,PTM1204,gwsrx,P1511451
PTM1001-1500,PTM1204,PTM1204,gwsrx,P1511451
PTM1001-1500,PTM1204,PTM1204,psbaf,P1511266
PTM1001-1500,PTM1204,PTM1204,psbar2,P1511398
PTM1001-1500,PTM1204,PTM1204,rbclrevnew,P1511391
PTM1001-1500,PTM1204,PTM1204,tlf5,P1511398
PTM1001-1500,PTM1204,PTM1204,tlr,P1511391
PTM1001-1500,PTM1205,PTM1205,psbaf,P1511266
PTM1001-1500,PTM1206,PTM1206,psbaf,P1511266
PTM1001-1500,PTM1207,PTM1207,psbaf,P1511266
PTM1001-1500,PTM1208,PTM1208,psbaf,P1511266
PTM1001-1500,PTM1209,PTM1209,psbaf,P1511266
PTM1001-1500,PTM1210,PTM1210,psbaf,P1511266
PTM1001-1500,PTM1211,PTM1211,psbaf,P1511266
PTM1001-1500,PTM1213,PTM1213,psbaf,P1511266
PTM1001-1500,PTM1214,PTM1214,psbaf,P1511266
PTM1001-1500,PTM1215,PTM1215,psbaf,P1511266
PTM1001-1500,PTM1216,PTM1216,psbaf,P1511266
PTM1001-1500,PTM1217,PTM1217,psbaf,P1511266
PTM1001-1500,PTM1219,PTM1219,psbaf,P1511266
PTM1001-1500,PTM1220,PTM1220 (1)/PTM1220,g0,P1511622
PTM1001-1500,PTM1220,PTM1220 (1)/PTM1220,g04,P1511622
PTM1001-1500,PTM1220,PTM1220 (1)/PTM1220,g04,P1511640
PTM1001-1500,PTM1220,PTM1220 (1)/PTM1220,g07,P1511617
PTM1001-1500,PTM1220,PTM1220 (1)/PTM1220,g07,P1511617
PTM1001-1500,PTM1220,PTM1220 (1)/PTM1220,g4,P1511622
PTM1001-1500,PTM1220,PTM1220,f57,P1511398
PTM1001-1500,PTM1220,PTM1220,f57,P1511409
PTM1001-1500,PTM1220,PTM1220,f57,P1511451
PTM1001-1500,PTM1220,PTM1220,f57,P1511451
PTM1001-1500,PTM1220,PTM1220,gwsfn,P1511398
PTM1001-1500,PTM1220,PTM1220,gwsfn,P1511451
PTM1001-1500,PTM1220,PTM1220,gwsfn,P1511451
PTM1001-1500,PTM1220,PTM1220,gwsrx,P1511451
PTM1001-1500,PTM1220,PTM1220,gwsrx,P1511451
PTM1001-1500,PTM1220,PTM1220,psbaf,P1511266
PTM1001-1500,PTM1220,PTM1220,psbar2,P1511398
PTM1001-1500,PTM1220,PTM1220,rbclrevnew,P1511391
PTM1001-1500,PTM1220,PTM1220,tlf5,P1511398
PTM1001-1500,PTM1220,PTM1220,tlr,P1511391
PTM1001-1500,PTM1221,PTM1221,psbaf,P1511266
PTM1001-1500,PTM1222,PTM1222,psbaf,P1511266
PTM1001-1500,PTM1223,PTM1223,psbaf,P1511266
PTM1001-1500,PTM1224,PTM1224,psbaf,P1511266
PTM1001-1500,PTM1226,PTM1226,psbaf,P1511398
PTM1001-1500,PTM1227,PTM1227,psbaf,P1511398
PTM1001-1500,PTM1231,PTM1231,psbaf,P1410302
PTM1001-1500,PTM1232,PTM1232,psbaf,P1410302
PTM1001-1500,PTM1234,GWS1234,gwsfn,P1410379
PTM1001-1500,PTM1234,GWS1234,gwsrx,P1410379
PTM1001-1500,PTM1234,PTM1234,psbaf,P1410302
PTM1001-1500,PTM1234,PTM1234,psbar2,P1410379
PTM1001-1500,PTM1235,PTM1235,psbaf,P1410302
PTM1001-1500,PTM1235,PTM1235,psbar2,P1410379
PTM1001-1500,PTM1236,PTM1236,psbaf,P1410302
PTM1001-1500,PTM1237,PTM1237,psbaf,P1410302
PTM1001-1500,PTM1239,PTM1239,psbaf,P1410302
PTM1001-1500,PTM1241,PTM1241,psbaf,P1410302
PTM1001-1500,PTM1243,PTM1243,psbaf,P1410302
PTM1001-1500,PTM1244,PTM1244,psbaf,P1410302
PTM1001-1500,PTM1244,PTM1244,psbar2,P1410379
PTM1001-1500,PTM1245,PTM1245,psbaf,P1410302
PTM1001-1500,PTM1245,PTM1245,psbar2,P1410379
PTM1001-1500,PTM1246,PTM1246,psbaf,P1410750
PTM1001-1500,PTM1246,PTM1246,psbar2,P1510902
PTM1001-1500,PTM1247,PTM1247,psbaf,P1410750
PTM1001-1500,PTM1247,PTM1247,psbar2,P1510902
PTM1001-1500,PTM1248,PTM1248,psbaf,P1410750
PTM1001-1500,PTM1249,PTM1249,psbaf,P1410750
PTM1001-1500,PTM1249,PTM1249,psbar2,P1510902
PTM1001-1500,PTM1250,PTM1250,psbaf,P1410750
PTM1001-1500,PTM1250,PTM1250,psbar2,P1510902
PTM1001-1500,PTM1251,PTM1251,psbaf,P1410750
PTM1001-1500,PTM1252,PTM1252,psbaf,P1410750
PTM1001-1500,PTM1252,PTM1252,psbar2,P1510902
PTM1001-1500,PTM1253,PTM1253,psbaf,P1410750
PTM1001-1500,PTM1253,PTM1253,psbar2,P1510902
PTM1001-1500,PTM1253,PTM1253,psbar2,P1510923
PTM1001-1500,PTM1254,PTM1254,psbaf,P1410750
PTM1001-1500,PTM1254,PTM1254,psbar2,P1510902
PTM1001-1500,PTM1255,PTM1255,psbaf,P1410750
PTM1001-1500,PTM1255,PTM1255,psbar2,P1510902
PTM1001-1500,PTM1256,PTM1256,psbaf,P1410750
PTM1001-1500,PTM1256,PTM1256,psbar2,P1510902
PTM1001-1500,PTM1257,PTM1257,psbar2,P1510902
PTM1001-1500,PTM1258,PTM1258,psbaf,P1410750
PTM1001-1500,PTM1258,PTM1258,psbar2,P1510902
PTM1001-1500,PTM1259,PTM1259,psbaf,P1410750
PTM1001-1500,PTM1259,PTM1259,psbar2,P1510902
PTM1001-1500,PTM1260,PTM1260,psbaf,P1410750
PTM1001-1500,PTM1260,PTM1260,psbar2,P1510902
PTM1001-1500,PTM1261,PTM1261,psbaf,P1410750
PTM1001-1500,PTM1261,PTM1261,psbar2,P1510902
PTM1001-1500,PTM1262,PTM1262,psbaf,P1410750
PTM1001-1500,PTM1262,PTM1262,psbar2,P1510902
PTM1001-1500,PTM1263,PTM1263,psbaf,P1410750
PTM1001-1500,PTM1263,PTM1263,psbar2,P1510902
PTM1001-1500,PTM1264,PTM1264,psbaf,P1410750
PTM1001-1500,PTM1264,PTM1264,psbar2,P1510902
PTM1001-1500,PTM1264,PTM1264,psbar2,P1510923
PTM1001-1500,PTM1265,PTM1265,psbaf,P1410750
PTM1001-1500,PTM1265,PTM1265,psbar2,P1510902
PTM1001-1500,PTM1266,PTM1266,psbaf,P1410750
PTM1001-1500,PTM1266,PTM1266,psbar2,P1510902
PTM1001-1500,PTM1267,PTM1267,psbar2,P1510902
PTM1001-1500,PTM1268,PTM1268,psbaf,P1410750
PTM1001-1500,PTM1268,PTM1268,psbar2,P1510902
PTM1001-1500,PTM1269,PTM1269,psbaf,P1410750
PTM1001-1500,PTM1269,PTM1269,psbar2,P1510902
PTM1001-1500,PTM1269,PTM1269,psbar2,P1510923
PTM1001-1500,PTM1270,PTM1270,psbaf,P1410750
PTM1001-1500,PTM1270,PTM1270,psbar2,P1510902
PTM1001-1500,PTM1271,PTM1271,psbaf,P1410750
PTM1001-1500,PTM1271,PTM1271,psbar2,P1510893
PTM1001-1500,PTM1272,PTM1272,psbaf,P1410750
PTM1001-1500,PTM1272,PTM1272,psbar2,P1510893
PTM1001-1500,PTM1273,PTM1273,psbaf,P1410750
PTM1001-1500,PTM1273,PTM1273,psbar2,P1510893
PTM1001-1500,PTM1274,PTM1274,psbaf,P1410750
PTM1001-1500,PTM1275,PTM1275,psbaf,P1410750
PTM1001-1500,PTM1276,PTM1276,psbaf,P1410750
PTM1001-1500,PTM1277,PTM1277,psbaf,P1410750
PTM1001-1500,PTM1277,PTM1277,psbar2,P1510893
PTM1001-1500,PTM1278,PTM1278,psbaf,P1410750
PTM1001-1500,PTM1278,PTM1278,psbar2,P1510893
PTM1001-1500,PTM1279,PTM1279,psbaf,P1410750
PTM1001-1500,PTM1279,PTM1279,psbar2,P1510893
PTM1001-1500,PTM1280,PTM1280,psbaf,P1410750
PTM1001-1500,PTM1280,PTM1280,psbar2,P1510893
PTM1001-1500,PTM1281,PTM1281,psbaf,P1410750
PTM1001-1500,PTM1281,PTM1281,psbar2,P1510893
PTM1001-1500,PTM1282,PTM1282,psbaf,P1410750
PTM1001-1500,PTM1282,PTM1282,psbar2,P1510893
PTM1001-1500,PTM1283,PTM1283,psbar2,P1510893
PTM1001-1500,PTM1284,PTM1284,psbaf,P1410750
PTM1001-1500,PTM1284,PTM1284,psbaf,P1410765
PTM1001-1500,PTM1284,PTM1284,psbar2,P1510893
PTM1001-1500,PTM1284,PTM1284,psbar2,P1510922
PTM1001-1500,PTM1285,PTM1285,psbaf,P1410750
PTM1001-1500,PTM1285,PTM1285,psbar2,P1510893
PTM1001-1500,PTM1286,PTM1286,psbar2,P1510893
PTM1001-1500,PTM1287,PTM1287,psbaf,P1410750
PTM1001-1500,PTM1287,PTM1287,psbar2,P1510893
PTM1001-1500,PTM1289,PTM1289,psbaf,P1410750
PTM1001-1500,PTM1289,PTM1289,psbar2,P1510893
PTM1001-1500,PTM1290 (1),PTM1290,gwsfn,P1511749
PTM1001-1500,PTM1290 (1),PTM1290,gwsrx,P1511749
PTM1001-1500,PTM1290,PTM1290,psbaf,P1410750
PTM1001-1500,PTM1290,PTM1290,psbar2,P1510893
PTM1001-1500,PTM1291,PTM1291,psbaf,P1410750
PTM1001-1500,PTM1292 (1),PTM1292,gwsfn,P1511749
PTM1001-1500,PTM1292 (1),PTM1292,gwsrx,P1511749
PTM1001-1500,PTM1292,PTM1292,psbaf,P1410750
PTM1001-1500,PTM1292,PTM1292,psbar2,P1510893
PTM1001-1500,PTM1293,PTM1293,psbaf,P1410750
PTM1001-1500,PTM1293,PTM1293,psbar2,P1510893
PTM1001-1500,PTM1299,PTM1299,f57,P1511617
PTM1001-1500,PTM1299,PTM1299,f57,P1511617
PTM1001-1500,PTM1299,PTM1299,rbclrevnew,P1511617
PTM1001-1500,PTM1299,PTM1299,rbclrevnew,P1511617
PTM1001-1500,PTM1299,PTM1299,tlf5,P1511617
PTM1001-1500,PTM1299,PTM1299,tlf5,P1511617
PTM1001-1500,PTM1299,PTM1299,tlr,P1511617
PTM1001-1500,PTM1299,PTM1299,tlr,P1511617
PTM1001-1500,PTM1379,PTM1379,m3f,P1511749
PTM1001-1500,PTM1380,PTM1380,m3f,P1511749
PTM1001-1500,PTM1381,PTM1381,m3f,P1511749
PTM1001-1500,PTM1382,PTM1382,m3f,P1511749
PTM1001-1500,PTM1383,PTM1383,m3f,P1511749
PTM1001-1500,PTM1384,PTM1384,m3f,P1511749
PTM1001-1500,PTM1385,PTM1385,m3f,P1511749
PTM1001-1500,PTM1386,PTM1386,m3f,P1511749
PTM1001-1500,PTM1387,PTM1387,m3f,P1511749
PTM1001-1500,PTM1388,PTM1388,m3f,P1511749
PTM1001-1500,PTM1389,PTM1389,m3f,P1511749
PTM1001-1500,PTM1390,PTM1390,m3f,P1511749
PTM1001-1500,PTM1399,PTM1399,m3f,P1511782
PTM1001-1500,PTM1399,PTM1399,m3f,P1511782
PTM1001-1500,PTM1401,PTM1401,m3f,P1511782
PTM1001-1500,PTM1401,PTM1401,m3f,P1511782
PTM1001-1500,PTM1402,PTM1402,m3f,P1511782
PTM1001-1500,PTM1402,PTM1402,m3f,P1511782
PTM1001-1500,PTM1403,PTM1403,m3f,P1511782
PTM1001-1500,PTM1403,PTM1403,m3f,P1511782
PTM1001-1500,PTM1404,PTM1404,m3f,P1511782
PTM1001-1500,PTM1404,PTM1404,m3f,P1511782
PTM1001-1500,PTM1405,PTM1405,m3f,P1511782
PTM1001-1500,PTM1405,PTM1405,m3f,P1511782
PTM1001-1500,PTM1406,PTM1406,m3f,P1511782
PTM1001-1500,PTM1406,PTM1406,m3f,P1511782
PTM1001-1500,PTM1407,PTM1407,m3f,P1511782
PTM1001-1500,PTM1407,PTM1407,m3f,P1511782
PTM1001-1500,PTM1408,PTM1408,m3f,P1511782
PTM1001-1500,PTM1408,PTM1408,m3f,P1511782
PTM1001-1500,PTM1409,PTM1409,m3f,P1511782
PTM1001-1500,PTM1409,PTM1409,m3f,P1511782
PTM1001-1500,PTM1410,PTM1410,m3f,P1511782
PTM1001-1500,PTM1410,PTM1410,m3f,P1511782
PTM1001-1500,PTM1411,PTM1411,m3f,P1511782
PTM1001-1500,PTM1411,PTM1411,m3f,P1511782
PTM1001-1500,PTM1412,PTM1412,m3f,P1511782
PTM1001-1500,PTM1412,PTM1412,m3f,P1511782
PTM1001-1500,PTM1413,PTM1413,m3f,P1511782
PTM1001-1500,PTM1413,PTM1413,m3f,P1511782
PTM1001-1500,PTM1414,PTM1414,m3f,P1511782
PTM1001-1500,PTM1414,PTM1414,m3f,P1511782
PTM1001-1500,PTM1416,PTM1416,m3f,P1511782
PTM1001-1500,PTM1416,PTM1416,m3f,P1511782
PTM1001-1500,PTM1417,PTM1417,m3f,P1511782
PTM1001-1500,PTM1417,PTM1417,m3f,P1511782
PTM1001-1500,PTM1418,PTM1418,m3f,P1511782
PTM1001-1500,PTM1418,PTM1418,m3f,P1511782
PTM1001-1500,PTM1419,PTM1419,m3f,P1511782
PTM1001-1500,PTM1419,PTM1419,m3f,P1511782
PTM1001-1500,PTM1420,PTM1420,m3f,P1511782
PTM1001-1500,PTM1420,PTM1420,m3f,P1511782
PTM1001-1500,PTM1421,PTM1421,m3f,P1511782
PTM1001-1500,PTM1421,PTM1421,m3f,P1511782
PTM1001-1500,PTM1423,PTM1423,m3f,P1511782
PTM1001-1500,PTM1423,PTM1423,m3f,P1511782
PTM1001-1500,PTM1424,PTM1424,m3f,P1511782
PTM1001-1500,PTM1424,PTM1424,m3f,P1511782
PTM1001-1500,PTM1425,PTM1425,m3f,P1511782
PTM1001-1500,PTM1425,PTM1425,m3f,P1511782
PTM1001-1500,PTM1426,PTM1426,m3f,P1511782
PTM1001-1500,PTM1426,PTM1426,m3f,P1511782
PTM1001-1500,PTM1429,PTM1429,m3f,P1511782
PTM1001-1500,PTM1429,PTM1429,m3f,P1511782
PTM1001-1500,PTM1430,PTM1430,m3f,P1511782
PTM1001-1500,PTM1430,PTM1430,m3f,P1511782
PTM1001-1500,PTM1436,PTM1436,m3f,P1511782
PTM1001-1500,PTM1436,PTM1436,m3f,P1511782
PTM1001-1500,PTM1437,PTM1437,m3f,P1511782
PTM1001-1500,PTM1437,PTM1437,m3f,P1511782
PTM1001-1500,PTM1438,PTM1438,m3f,P1511782
PTM1001-1500,PTM1438,PTM1438,m3f,P1511782
PTM1001-1500,PTM1439,PTM1439,m3f,P1511782
PTM1001-1500,PTM1439,PTM1439,m3f,P1511782
PTM1001-1500,PTM1440,PTM1440,m3f,P1511782
PTM1001-1500,PTM1440,PTM1440,m3f,P1511782
PTM1001-1500,PTM1441,PTM1441,m3f,P1511782
PTM1001-1500,PTM1441,PTM1441,m3f,P1511782
PTM1001-1500,PTM1442,PTM1442,m3f,P1511782
PTM1001-1500,PTM1442,PTM1442,m3f,P1511782
PTM1001-1500,PTM1443,PTM1443,m3f,P1511782
PTM1001-1500,PTM1443,PTM1443,m3f,P1511782
PTM1001-1500,PTM1444,PTM1444,m3f,P1511749
PTM1001-1500,PTM1444,PTM1444,m3f,P1511755
PTM1001-1500,PTM1445,PTM1445,m3f,P1511782
PTM1001-1500,PTM1445,PTM1445,m3f,P1511782
PTM1001-1500,PTM1446,PTM1446,m3f,P1511782
PTM1001-1500,PTM1446,PTM1446,m3f,P1511782
PTM1001-1500,PTM1449,PTM1449,m3f,P1511782
PTM1001-1500,PTM1449,PTM1449,m3f,P1511782
PTM1001-1500,PTM1451,PTM1451,m3f,P1511782
PTM1001-1500,PTM1451,PTM1451,m3f,P1511782
PTM1001-1500,PTM1453,PTM1453,m3f,P1511782
PTM1001-1500,PTM1453,PTM1453,m3f,P1511782
PTM1001-1500,PTM1454,PTM1454,m3f,P1511782
PTM1001-1500,PTM1454,PTM1454,m3f,P1511782
PTM1001-1500,PTM1455,PTM1455,m3f,P1511782
PTM1001-1500,PTM1455,PTM1455,m3f,P1511782
PTM1001-1500,PTM1456,PTM1456,m3f,P1511782
PTM1001-1500,PTM1456,PTM1456,m3f,P1511782
PTM1001-1500,PTM1457,PTM1457,m3f,P1511782
PTM1001-1500,PTM1457,PTM1457,m3f,P1511782
PTM1001-1500,PTM1458,PTM1458,m3f,P1511749
PTM1001-1500,PTM1458,PTM1458,m3f,P1511755
PTM1001-1500,PTM1459,PTM1459,m3f,P1511782
PTM1001-1500,PTM1459,PTM1459,m3f,P1511782
PTM1001-1500,PTM1460,PTM1460,m3f,P1511782
PTM1001-1500,PTM1460,PTM1460,m3f,P1511782
PTM1001-1500,PTM1461,PTM1461,m3f,P1511749
PTM1001-1500,PTM1464,PTM1464,m3f,P1511782
PTM1001-1500,PTM1464,PTM1464,m3f,P1511782
PTM1001-1500,PTM1465,PTM1465,m3f,P1511782
PTM1001-1500,PTM1465,PTM1465,m3f,P1511782
PTM1001-1500,PTM1466,PTM1466,m3f,P1511782
PTM1001-1500,PTM1466,PTM1466,m3f,P1511782
PTM1001-1500,PTM1467,PTM1467,m3f,P1511782
PTM1001-1500,PTM1467,PTM1467,m3f,P1511782
PTM1001-1500,PTM1468,PTM1468,m3f,P1511782
PTM1001-1500,PTM1468,PTM1468,m3f,P1511782
PTM1001-1500,PTM1469,PTM1469,m3f,P1511749
PTM1001-1500,PTM1471,PTM1471,m3f,P1511782
PTM1001-1500,PTM1471,PTM1471,m3f,P1511782
PTM1001-1500,PTM1472,PTM1472,m3f,P1511782
PTM1001-1500,PTM1472,PTM1472,m3f,P1511782
PTM1001-1500,PTM1475,PTM1475,m3f,P1511782
PTM1001-1500,PTM1475,PTM1475,m3f,P1511782
PTM1001-1500,PTM1476,PTM1476,m3f,P1511782
PTM1001-1500,PTM1476,PTM1476,m3f,P1511782
PTM1001-1500,PTM1478,PTM1478,m3f,P1511782
PTM1001-1500,PTM1478,PTM1478,m3f,P1511782
PTM1001-1500,PTM1479,PTM1479,m3f,P1511782
PTM1001-1500,PTM1479,PTM1479,m3f,P1511782
PTM1001-1500,PTM1480,PTM1480,m3f,P1511782
PTM1001-1500,PTM1480,PTM1480,m3f,P1511782
PTM1001-1500,PTM1481,PTM1481,m3f,P1511782
PTM1001-1500,PTM1481,PTM1481,m3f,P1511782
PTM1001-1500,PTM1482,PTM1482,m3f,P1511782
PTM1001-1500,PTM1482,PTM1482,m3f,P1511782
PTM1001-1500,PTM1483,PTM1483,m3f,P1511782
PTM1001-1500,PTM1483,PTM1483,m3f,P1511782
PTM1001-1500,PTM1484,PTM1484,m3f,P1511749
PTM1001-1500,PTM1487,PTM1487,m3f,P1511782
PTM1001-1500,PTM1487,PTM1487,m3f,P1511782
PTM1001-1500,PTM1488,PTM1488,m3f,P1511782
PTM1001-1500,PTM1488,PTM1488,m3f,P1511782
PTM1001-1500,PTM1489,PTM1489,m3f,P1511782
PTM1001-1500,PTM1489,PTM1489,m3f,P1511782
PTM1001-1500,PTM1490,PTM1490,m3f,P1511782
PTM1001-1500,PTM1490,PTM1490,m3f,P1511782
PTM1001-1500,PTM1492,PTM1492,m3f,P1511782
PTM1001-1500,PTM1492,PTM1492,m3f,P1511782
PTM1001-1500,PTM1495,PTM1495,m3f,P1511782
PTM1001-1500,PTM1495,PTM1495,m3f,P1511782
PTM1001-1500,PTM1496,PTM1496,m3f,P1511782
PTM1001-1500,PTM1496,PTM1496,m3f,P1511782
PTM1001-1500,PTM1498,PTM1498,m3f,P1511782
PTM1001-1500,PTM1498,PTM1498,m3f,P1511782
PTM1001-1500,PTM1499,PTM1499,m3f,P1511782
PTM1001-1500,PTM1499,PTM1499,m3f,P1511782
PTM1001-1500,PTM1500,PTM1500,m3f,P1511782
PTM1001-1500,PTM1500,PTM1500,m3f,P1511782
PTM1501-2000,PTM1501,PTM1501,m3f,P1511782
PTM1501-2000,PTM1501,PTM1501,m3f,P1511782
PTM1501-2000,PTM1502,PTM1502,m3f,P1511782
PTM1501-2000,PTM1502,PTM1502,m3f,P1511782
PTM1501-2000,PTM1503,PTM1503,m3f,P1511782
PTM1501-2000,PTM1503,PTM1503,m3f,P1511782
PTM1501-2000,PTM1504,PTM1504,m3f,P1511782
PTM1501-2000,PTM1504,PTM1504,m3f,P1511782
PTM1501-2000,PTM1505,PTM1505,m3f,P1511782
PTM1501-2000,PTM1505,PTM1505,m3f,P1511782
PTM1501-2000,PTM1507,PTM1507,m3f,P1511782
PTM1501-2000,PTM1507,PTM1507,m3f,P1511782
PTM1501-2000,PTM1508,PTM1508,m3f,P1511782
PTM1501-2000,PTM1508,PTM1508,m3f,P1511782
PTM1501-2000,PTM1509,PTM1509,m3f,P1511782
PTM1501-2000,PTM1509,PTM1509,m3f,P1511782
PTM1501-2000,PTM1510,PTM1510,m3f,P1511782
PTM1501-2000,PTM1510,PTM1510,m3f,P1511782
PTM1501-2000,PTM1511,PTM1511,m3f,P1511782
PTM1501-2000,PTM1511,PTM1511,m3f,P1511782
PTM1501-2000,PTM1512,PTM1512,m3f,P1511782
PTM1501-2000,PTM1512,PTM1512,m3f,P1511782
PTM1501-2000,PTM1513,PTM1513,m3f,P1511782
PTM1501-2000,PTM1513,PTM1513,m3f,P1511782
PTM1501-2000,PTM1514,PTM1514,m3f,P1511782
PTM1501-2000,PTM1514,PTM1514,m3f,P1511782
PTM1501-2000,PTM1515,PTM1515,m3f,P1511782
PTM1501-2000,PTM1515,PTM1515,m3f,P1511782
PTM1501-2000,PTM1516,PTM1516,m3f,P1511782
PTM1501-2000,PTM1516,PTM1516,m3f,P1511782
PTM1501-2000,PTM1517,PTM1517,m3f,P1511782
PTM1501-2000,PTM1517,PTM1517,m3f,P1511782
PTM1501-2000,PTM1518,PTM1518,m3f,P1511782
PTM1501-2000,PTM1518,PTM1518,m3f,P1511782
PTM1501-2000,PTM1519,PTM1519,m3f,P1511782
PTM1501-2000,PTM1519,PTM1519,m3f,P1511782
PTM501-1000,PTM1000,PTM1000,psbaf,P1511266
PTM501-1000,PTM501,PTM501,m3f,P1511544
PTM501-1000,PTM502,PTM502,gazf2,P1511749
PTM501-1000,PTM503,PTM503,m3f,P1511544
PTM501-1000,PTM505,PTM505,gazf2,P1511749
PTM501-1000,PTM505,PTM505,gwsfn,P1511749
PTM501-1000,PTM506,PTM506,gazf2,P1511749
PTM501-1000,PTM507,PTM507,m3f,P1511544
PTM501-1000,PTM508,PTM508,m3f,P1511544
PTM501-1000,PTM511,PTM511,m3f,P1511544
PTM501-1000,PTM513,PTM513,gazf2,P1511749
PTM501-1000,PTM514,PTM514,psbaf,P1308676
PTM501-1000,PTM515,PTM515,gwsfn,P1308415
PTM501-1000,PTM515,PTM515,psbaf,P1308676
PTM501-1000,PTM515,PTM515,psbar2,P1308800
PTM501-1000,PTM516,PTM516,psbaf,P1308676
PTM501-1000,PTM517,PTM517,f57,P1410467
PTM501-1000,PTM517,PTM517,gwsfn,P1410467
PTM501-1000,PTM517,PTM517,gwsrx,P1410467
PTM501-1000,PTM517,PTM517,psbaf,P1308676
PTM501-1000,PTM517,PTM517,psbaf,P1410467
PTM501-1000,PTM517,PTM517,psbar2,P1410467
PTM501-1000,PTM517,PTM517,rbclrevnew,P1410467
PTM501-1000,PTM517,PTM517,tlf5,P1410467
PTM501-1000,PTM517,PTM517,tlr,P1410467
PTM501-1000,PTM518,PTM518,psbaf,P1308676
PTM501-1000,PTM519,PTM519,psbaf,P1308676
PTM501-1000,PTM520,PTM520,psbaf,P1308676
PTM501-1000,PTM520,PTM520,psbar2,P1308800
PTM501-1000,PTM521,PTM521,gwsfn,P1308415
PTM501-1000,PTM521,PTM521,psbaf,P1308676
PTM501-1000,PTM521,PTM521,psbaf,P1308701
PTM501-1000,PTM521,PTM521,psbaf,P1308800
PTM501-1000,PTM521,PTM521,psbar2,P1409319
PTM501-1000,PTM522,PTM522,f57,P1511451
PTM501-1000,PTM522,PTM522,f57,P1511451
PTM501-1000,PTM522,PTM522,gwsfn,P1308415
PTM501-1000,PTM522,PTM522,gwsfn,P1511398
PTM501-1000,PTM522,PTM522,gwsrx,P1511451
PTM501-1000,PTM522,PTM522,gwsrx,P1511451
PTM501-1000,PTM522,PTM522,psbaf,P1308676
PTM501-1000,PTM522,PTM522,rbclrevnew,P1511451
PTM501-1000,PTM522,PTM522,rbclrevnew,P1511451
PTM501-1000,PTM522,PTM522,tlf5,P1511448
PTM501-1000,PTM522,PTM522,tlr,P1511451
